NEEM bottom depth;Age at bottom of sample;Acc mean;Acc min;Acc max;2 sigma
(m);(years b2k);(m/year i.e.);(m/year i.e.);(m/year i.e.);(m/year i.e.)
1983.30;66040;0.0378;0.0330;0.0448;0.0102
1983.37;66060;0.0382;0.0334;0.0449;0.0100
1983.44;66080;0.0384;0.0338;0.0450;0.0098
1983.51;66100;0.0387;0.0341;0.0451;0.0096
1983.59;66120;0.0390;0.0345;0.0452;0.0094
1983.66;66140;0.0392;0.0347;0.0453;0.0093
1983.73;66160;0.0393;0.0350;0.0455;0.0092
1983.80;66180;0.0395;0.0352;0.0456;0.0091
1983.87;66200;0.0397;0.0353;0.0457;0.0091
1983.95;66220;0.0399;0.0354;0.0459;0.0091
1984.02;66240;0.0399;0.0355;0.0461;0.0092
1984.09;66260;0.0400;0.0355;0.0463;0.0093
1984.17;66280;0.0402;0.0354;0.0465;0.0095
1984.24;66300;0.0402;0.0353;0.0468;0.0098
1984.31;66320;0.0402;0.0351;0.0470;0.0100
1984.38;66340;0.0403;0.0349;0.0472;0.0104
1984.46;66360;0.0402;0.0347;0.0475;0.0108
1984.53;66380;0.0402;0.0345;0.0477;0.0111
1984.60;66400;0.0400;0.0343;0.0479;0.0115
1984.67;66420;0.0399;0.0343;0.0481;0.0118
1984.74;66440;0.0398;0.0343;0.0483;0.0122
1984.81;66460;0.0398;0.0343;0.0484;0.0122
1984.87;66480;0.0397;0.0344;0.0483;0.0122
1984.94;66500;0.0396;0.0345;0.0481;0.0119
1985.01;66520;0.0396;0.0347;0.0477;0.0115
1985.08;66540;0.0395;0.0349;0.0472;0.0109
1985.15;66560;0.0395;0.0351;0.0467;0.0104
1985.22;66580;0.0395;0.0353;0.0462;0.0097
1985.29;66600;0.0394;0.0355;0.0458;0.0093
1985.37;66620;0.0394;0.0357;0.0455;0.0090
1985.44;66640;0.0396;0.0359;0.0454;0.0088
1985.51;66660;0.0396;0.0361;0.0454;0.0087
1985.58;66680;0.0398;0.0363;0.0455;0.0087
1985.66;66700;0.0399;0.0364;0.0457;0.0087
1985.73;66720;0.0402;0.0366;0.0459;0.0089
1985.81;66740;0.0403;0.0367;0.0460;0.0089
1985.88;66760;0.0405;0.0368;0.0462;0.0090
1985.96;66780;0.0407;0.0368;0.0462;0.0091
1986.04;66800;0.0407;0.0369;0.0462;0.0090
1986.11;66820;0.0408;0.0370;0.0462;0.0090
1986.19;66840;0.0408;0.0371;0.0461;0.0088
1986.26;66860;0.0407;0.0371;0.0459;0.0085
1986.34;66880;0.0407;0.0371;0.0458;0.0084
1986.42;66900;0.0406;0.0371;0.0458;0.0083
1986.49;66920;0.0405;0.0370;0.0458;0.0083
1986.57;66940;0.0403;0.0368;0.0459;0.0085
1986.64;66960;0.0402;0.0366;0.0461;0.0087
1986.71;66980;0.0402;0.0364;0.0464;0.0091
1986.78;67000;0.0401;0.0362;0.0466;0.0094
1986.86;67020;0.0401;0.0361;0.0469;0.0098
1986.93;67040;0.0401;0.0360;0.0471;0.0102
1987.00;67060;0.0399;0.0360;0.0472;0.0104
1987.07;67080;0.0399;0.0359;0.0472;0.0104
1987.14;67100;0.0396;0.0358;0.0470;0.0103
1987.21;67120;0.0395;0.0357;0.0466;0.0101
1987.28;67140;0.0394;0.0356;0.0461;0.0098
1987.35;67160;0.0393;0.0354;0.0456;0.0094
1987.43;67180;0.0393;0.0352;0.0449;0.0089
1987.50;67200;0.0394;0.0350;0.0445;0.0087
1987.57;67220;0.0396;0.0349;0.0442;0.0085
1987.65;67240;0.0399;0.0349;0.0444;0.0086
1987.73;67260;0.0402;0.0350;0.0444;0.0084
1987.81;67280;0.0406;0.0352;0.0448;0.0086
1987.89;67300;0.0409;0.0355;0.0449;0.0084
1987.97;67320;0.0413;0.0359;0.0454;0.0084
1988.05;67340;0.0417;0.0363;0.0458;0.0083
1988.13;67360;0.0421;0.0368;0.0466;0.0085
1988.22;67380;0.0424;0.0372;0.0466;0.0082
1988.30;67400;0.0428;0.0376;0.0471;0.0083
1988.38;67420;0.0431;0.0379;0.0474;0.0085
1988.47;67440;0.0435;0.0382;0.0483;0.0091
1988.55;67460;0.0435;0.0383;0.0486;0.0093
1988.64;67480;0.0435;0.0383;0.0488;0.0096
1988.72;67500;0.0431;0.0382;0.0484;0.0095
1988.80;67520;0.0428;0.0380;0.0483;0.0097
1988.88;67540;0.0422;0.0377;0.0480;0.0096
1988.95;67560;0.0416;0.0373;0.0474;0.0094
1989.03;67580;0.0410;0.0370;0.0466;0.0090
1989.10;67600;0.0404;0.0366;0.0460;0.0088
1989.17;67620;0.0398;0.0363;0.0454;0.0086
1989.25;67640;0.0394;0.0359;0.0450;0.0085
1989.32;67660;0.0389;0.0356;0.0447;0.0085
1989.39;67680;0.0387;0.0353;0.0446;0.0087
1989.45;67700;0.0385;0.0351;0.0445;0.0088
1989.52;67720;0.0381;0.0349;0.0445;0.0090
1989.59;67740;0.0381;0.0347;0.0445;0.0091
1989.66;67760;0.0380;0.0346;0.0445;0.0093
1989.72;67780;0.0379;0.0346;0.0445;0.0094
1989.79;67800;0.0380;0.0346;0.0446;0.0094
1989.86;67820;0.0380;0.0346;0.0446;0.0094
1989.93;67840;0.0379;0.0346;0.0445;0.0094
1989.99;67860;0.0381;0.0347;0.0445;0.0093
1990.06;67880;0.0381;0.0347;0.0444;0.0092
1990.13;67900;0.0381;0.0347;0.0444;0.0092
1990.20;67920;0.0382;0.0347;0.0443;0.0090
1990.27;67940;0.0383;0.0348;0.0443;0.0090
1990.34;67960;0.0382;0.0348;0.0443;0.0090
1990.41;67980;0.0383;0.0348;0.0443;0.0089
1990.48;68000;0.0383;0.0349;0.0444;0.0089
1990.54;68020;0.0383;0.0349;0.0446;0.0090
1990.61;68040;0.0385;0.0349;0.0448;0.0091
1990.68;68060;0.0386;0.0350;0.0449;0.0092
1990.75;68080;0.0386;0.0350;0.0450;0.0093
1990.82;68100;0.0389;0.0349;0.0451;0.0094
1990.89;68120;0.0389;0.0349;0.0451;0.0093
1990.96;68140;0.0389;0.0349;0.0450;0.0092
1991.03;68160;0.0390;0.0348;0.0449;0.0092
1991.10;68180;0.0389;0.0348;0.0447;0.0089
1991.18;68200;0.0389;0.0347;0.0445;0.0089
1991.25;68220;0.0389;0.0346;0.0443;0.0087
1991.32;68240;0.0387;0.0346;0.0441;0.0085
1991.39;68260;0.0387;0.0345;0.0440;0.0084
1991.46;68280;0.0387;0.0344;0.0438;0.0085
1991.53;68300;0.0386;0.0343;0.0438;0.0084
1991.60;68320;0.0386;0.0342;0.0437;0.0084
1991.67;68340;0.0384;0.0340;0.0437;0.0084
1991.74;68360;0.0385;0.0339;0.0438;0.0087
1991.81;68380;0.0384;0.0337;0.0438;0.0088
1991.88;68400;0.0384;0.0335;0.0437;0.0089
1991.95;68420;0.0383;0.0334;0.0437;0.0090
1992.02;68440;0.0382;0.0332;0.0436;0.0091
1992.09;68460;0.0381;0.0330;0.0434;0.0091
1992.16;68480;0.0380;0.0329;0.0432;0.0090
1992.23;68500;0.0379;0.0327;0.0429;0.0090
1992.30;68520;0.0378;0.0326;0.0427;0.0089
1992.37;68540;0.0376;0.0326;0.0424;0.0087
1992.44;68560;0.0374;0.0325;0.0422;0.0084
1992.51;68580;0.0373;0.0325;0.0420;0.0082
1992.58;68600;0.0372;0.0325;0.0420;0.0081
1992.65;68620;0.0373;0.0326;0.0420;0.0081
1992.71;68640;0.0372;0.0327;0.0421;0.0079
1992.78;68660;0.0373;0.0329;0.0423;0.0080
1992.85;68680;0.0375;0.0331;0.0425;0.0081
1992.92;68700;0.0378;0.0333;0.0428;0.0082
1992.99;68720;0.0380;0.0335;0.0430;0.0082
1993.06;68740;0.0382;0.0337;0.0432;0.0082
1993.13;68760;0.0384;0.0339;0.0434;0.0082
1993.20;68780;0.0387;0.0342;0.0436;0.0082
1993.27;68800;0.0389;0.0344;0.0438;0.0082
1993.34;68820;0.0391;0.0346;0.0441;0.0082
1993.41;68840;0.0394;0.0347;0.0443;0.0084
1993.48;68860;0.0395;0.0349;0.0446;0.0084
1993.56;68880;0.0397;0.0350;0.0448;0.0086
1993.63;68900;0.0399;0.0351;0.0450;0.0088
1993.70;68920;0.0399;0.0351;0.0451;0.0089
1993.78;68940;0.0400;0.0352;0.0453;0.0089
1993.85;68960;0.0401;0.0352;0.0453;0.0091
1993.92;68980;0.0400;0.0351;0.0453;0.0090
1994.00;69000;0.0399;0.0350;0.0453;0.0091
1994.07;69020;0.0397;0.0349;0.0453;0.0091
1994.14;69040;0.0395;0.0348;0.0453;0.0091
1994.21;69060;0.0395;0.0347;0.0452;0.0092
1994.28;69080;0.0393;0.0345;0.0451;0.0091
1994.35;69100;0.0390;0.0343;0.0449;0.0090
1994.42;69120;0.0389;0.0342;0.0446;0.0090
1994.49;69140;0.0387;0.0341;0.0443;0.0088
1994.56;69160;0.0388;0.0340;0.0441;0.0086
1994.63;69180;0.0387;0.0339;0.0438;0.0084
1994.70;69200;0.0387;0.0340;0.0437;0.0082
1994.77;69220;0.0389;0.0341;0.0436;0.0080
1994.84;69240;0.0391;0.0345;0.0435;0.0076
1994.91;69260;0.0394;0.0349;0.0436;0.0073
1994.98;69280;0.0403;0.0356;0.0444;0.0074
1995.06;69300;0.0410;0.0365;0.0447;0.0070
1995.13;69320;0.0421;0.0377;0.0454;0.0066
1995.21;69340;0.0435;0.0392;0.0469;0.0067
1995.30;69360;0.0452;0.0408;0.0487;0.0068
1995.38;69380;0.0472;0.0427;0.0507;0.0069
1995.48;69400;0.0497;0.0448;0.0539;0.0079
1995.58;69420;0.0521;0.0470;0.0566;0.0083
1995.68;69440;0.0549;0.0490;0.0609;0.0101
1995.80;69460;0.0575;0.0507;0.0647;0.0118
1995.91;69480;0.0594;0.0520;0.0669;0.0126
1996.03;69500;0.0606;0.0526;0.0684;0.0136
1996.15;69520;0.0609;0.0526;0.0699;0.0149
1996.27;69540;0.0604;0.0519;0.0701;0.0159
1996.38;69560;0.0593;0.0506;0.0698;0.0170
1996.49;69580;0.0572;0.0488;0.0677;0.0171
1996.59;69600;0.0549;0.0467;0.0652;0.0171
1996.68;69620;0.0518;0.0442;0.0629;0.0175
1996.77;69640;0.0489;0.0419;0.0605;0.0172
1996.85;69660;0.0462;0.0396;0.0578;0.0170
1996.92;69680;0.0437;0.0374;0.0547;0.0161
1996.99;69700;0.0413;0.0354;0.0521;0.0155
1997.05;69720;0.0391;0.0335;0.0497;0.0151
1997.11;69740;0.0371;0.0319;0.0478;0.0145
1997.16;69760;0.0358;0.0308;0.0463;0.0143
1997.22;69780;0.0349;0.0296;0.0453;0.0143
1997.27;69800;0.0341;0.0288;0.0444;0.0142
1997.32;69820;0.0334;0.0281;0.0437;0.0142
1997.37;69840;0.0329;0.0278;0.0430;0.0140
1997.42;69860;0.0326;0.0278;0.0425;0.0137
1997.47;69880;0.0324;0.0276;0.0422;0.0134
1997.52;69900;0.0323;0.0277;0.0419;0.0131
1997.57;69920;0.0322;0.0279;0.0416;0.0128
1997.62;69940;0.0322;0.0281;0.0413;0.0123
1997.67;69960;0.0323;0.0284;0.0411;0.0119
1997.72;69980;0.0325;0.0286;0.0410;0.0115
1997.78;70000;0.0327;0.0289;0.0408;0.0111
1997.83;70020;0.0328;0.0291;0.0407;0.0108
1997.89;70040;0.0330;0.0294;0.0406;0.0104
1997.94;70060;0.0332;0.0295;0.0405;0.0102
1998.00;70080;0.0334;0.0296;0.0404;0.0100
1998.06;70100;0.0335;0.0297;0.0403;0.0098
1998.12;70120;0.0337;0.0298;0.0403;0.0095
1998.18;70140;0.0338;0.0299;0.0402;0.0093
1998.24;70160;0.0340;0.0300;0.0401;0.0090
1998.30;70180;0.0342;0.0302;0.0401;0.0087
1998.36;70200;0.0345;0.0305;0.0401;0.0085
1998.42;70220;0.0346;0.0308;0.0400;0.0081
1998.48;70240;0.0350;0.0311;0.0400;0.0078
1998.55;70260;0.0354;0.0316;0.0401;0.0075
1998.61;70280;0.0359;0.0321;0.0404;0.0073
1998.67;70300;0.0364;0.0327;0.0407;0.0072
1998.74;70320;0.0370;0.0334;0.0413;0.0071
1998.81;70340;0.0376;0.0341;0.0419;0.0070
1998.88;70360;0.0383;0.0350;0.0427;0.0071
1998.95;70380;0.0390;0.0358;0.0436;0.0071
1999.01;70400;0.0397;0.0367;0.0444;0.0071
1999.09;70420;0.0404;0.0375;0.0451;0.0069
1999.16;70440;0.0411;0.0383;0.0458;0.0068
1999.23;70460;0.0419;0.0390;0.0465;0.0068
1999.30;70480;0.0426;0.0397;0.0473;0.0067
1999.38;70500;0.0434;0.0403;0.0481;0.0068
1999.45;70520;0.0442;0.0408;0.0489;0.0070
1999.53;70540;0.0449;0.0413;0.0498;0.0073
1999.61;70560;0.0455;0.0417;0.0507;0.0076
1999.69;70580;0.0462;0.0421;0.0515;0.0079
1999.77;70600;0.0465;0.0424;0.0521;0.0082
1999.85;70620;0.0470;0.0427;0.0527;0.0084
1999.93;70640;0.0472;0.0430;0.0531;0.0086
2000.01;70660;0.0475;0.0434;0.0534;0.0085
2000.09;70680;0.0478;0.0438;0.0535;0.0083
2000.17;70700;0.0481;0.0442;0.0536;0.0080
2000.26;70720;0.0484;0.0448;0.0536;0.0076
2000.34;70740;0.0488;0.0454;0.0536;0.0071
2000.42;70760;0.0493;0.0461;0.0536;0.0065
2000.51;70780;0.0498;0.0469;0.0537;0.0059
2000.60;70800;0.0504;0.0477;0.0538;0.0052
2000.69;70820;0.0511;0.0485;0.0540;0.0047
2000.78;70840;0.0520;0.0495;0.0545;0.0043
2000.87;70860;0.0528;0.0505;0.0551;0.0040
2000.96;70880;0.0539;0.0515;0.0561;0.0040
2001.06;70900;0.0551;0.0524;0.0573;0.0043
2001.16;70920;0.0563;0.0532;0.0588;0.0048
2001.26;70940;0.0577;0.0540;0.0605;0.0056
2001.36;70960;0.0589;0.0546;0.0625;0.0067
2001.46;70980;0.0600;0.0552;0.0643;0.0079
2001.57;71000;0.0612;0.0556;0.0663;0.0092
2001.67;71020;0.0621;0.0561;0.0681;0.0105
2001.77;71040;0.0631;0.0565;0.0697;0.0116
2001.88;71060;0.0639;0.0570;0.0709;0.0124
2001.98;71080;0.0646;0.0574;0.0719;0.0131
2002.09;71100;0.0652;0.0579;0.0726;0.0134
2002.20;71120;0.0657;0.0583;0.0730;0.0135
2002.30;71140;0.0661;0.0588;0.0732;0.0134
2002.41;71160;0.0665;0.0593;0.0733;0.0131
2002.52;71180;0.0668;0.0598;0.0733;0.0125
2002.63;71200;0.0670;0.0603;0.0734;0.0121
2002.74;71220;0.0673;0.0608;0.0735;0.0116
2002.85;71240;0.0676;0.0613;0.0737;0.0112
2002.96;71260;0.0679;0.0618;0.0740;0.0109
2003.08;71280;0.0683;0.0622;0.0744;0.0106
2003.19;71300;0.0687;0.0626;0.0748;0.0104
2003.31;71320;0.0690;0.0629;0.0752;0.0105
2003.42;71340;0.0694;0.0631;0.0755;0.0106
2003.54;71360;0.0696;0.0633;0.0758;0.0108
2003.66;71380;0.0698;0.0635;0.0760;0.0109
2003.77;71400;0.0701;0.0637;0.0762;0.0109
2003.89;71420;0.0703;0.0639;0.0765;0.0110
2004.00;71440;0.0704;0.0642;0.0768;0.0111
2004.12;71460;0.0707;0.0645;0.0773;0.0111
2004.24;71480;0.0710;0.0648;0.0778;0.0113
2004.36;71500;0.0715;0.0651;0.0786;0.0114
2004.48;71520;0.0718;0.0653;0.0794;0.0120
2004.59;71540;0.0722;0.0655;0.0803;0.0127
2004.71;71560;0.0726;0.0656;0.0813;0.0135
2004.83;71580;0.0731;0.0657;0.0822;0.0144
2004.95;71600;0.0735;0.0658;0.0832;0.0153
2005.07;71620;0.0739;0.0659;0.0841;0.0161
2005.19;71640;0.0743;0.0661;0.0849;0.0167
2005.31;71660;0.0749;0.0664;0.0857;0.0170
2005.43;71680;0.0753;0.0669;0.0863;0.0172
2005.55;71700;0.0759;0.0675;0.0867;0.0169
2005.67;71720;0.0765;0.0683;0.0871;0.0165
2005.79;71740;0.0770;0.0692;0.0873;0.0160
2005.92;71760;0.0777;0.0701;0.0876;0.0152
2006.05;71780;0.0782;0.0712;0.0878;0.0145
2006.17;71800;0.0788;0.0722;0.0880;0.0137
2006.30;71820;0.0795;0.0732;0.0884;0.0131
2006.44;71840;0.0802;0.0741;0.0890;0.0128
2006.57;71860;0.0808;0.0749;0.0897;0.0128
2006.70;71880;0.0815;0.0756;0.0905;0.0128
2006.84;71900;0.0821;0.0763;0.0914;0.0130
2006.98;71920;0.0828;0.0770;0.0923;0.0132
2007.11;71940;0.0836;0.0776;0.0932;0.0135
2007.25;71960;0.0842;0.0781;0.0941;0.0138
2007.39;71980;0.0849;0.0787;0.0950;0.0142
2007.53;72000;0.0858;0.0793;0.0960;0.0144
2007.68;72020;0.0864;0.0798;0.0972;0.0150
2007.82;72040;0.0873;0.0804;0.0985;0.0157
2007.96;72060;0.0881;0.0810;0.1001;0.0166
2008.11;72080;0.0889;0.0816;0.1017;0.0176
2008.26;72100;0.0898;0.0821;0.1031;0.0184
2008.40;72120;0.0905;0.0825;0.1042;0.0190
2008.55;72140;0.0910;0.0824;0.1046;0.0194
2008.70;72160;0.0908;0.0814;0.1041;0.0196
2008.85;72180;0.0898;0.0799;0.1023;0.0195
2008.99;72200;0.0881;0.0778;0.0997;0.0190
2009.13;72220;0.0855;0.0751;0.0966;0.0187
2009.26;72240;0.0823;0.0718;0.0933;0.0186
2009.39;72260;0.0781;0.0677;0.0893;0.0188
2009.50;72280;0.0736;0.0641;0.0848;0.0183
2009.61;72300;0.0692;0.0609;0.0801;0.0172
2009.72;72320;0.0650;0.0576;0.0754;0.0160
2009.82;72340;0.0609;0.0545;0.0708;0.0148
2009.91;72360;0.0571;0.0517;0.0658;0.0130
2010.00;72380;0.0535;0.0491;0.0609;0.0111
2010.09;72400;0.0507;0.0470;0.0567;0.0092
2010.17;72420;0.0482;0.0448;0.0532;0.0079
2010.25;72440;0.0457;0.0425;0.0505;0.0075
2010.32;72460;0.0437;0.0406;0.0487;0.0072
2010.39;72480;0.0422;0.0392;0.0472;0.0071
2010.46;72500;0.0411;0.0380;0.0464;0.0075
2010.52;72520;0.0402;0.0371;0.0457;0.0077
2010.58;72540;0.0394;0.0360;0.0451;0.0081
2010.64;72560;0.0389;0.0354;0.0447;0.0083
2010.70;72580;0.0386;0.0353;0.0444;0.0082
2010.76;72600;0.0384;0.0351;0.0442;0.0082
2010.82;72620;0.0381;0.0346;0.0440;0.0085
2010.88;72640;0.0379;0.0343;0.0438;0.0085
2010.94;72660;0.0377;0.0339;0.0437;0.0087
2011.00;72680;0.0376;0.0339;0.0435;0.0086
2011.06;72700;0.0375;0.0337;0.0434;0.0087
2011.11;72720;0.0373;0.0335;0.0434;0.0089
2011.17;72740;0.0372;0.0333;0.0433;0.0090
2011.23;72760;0.0371;0.0333;0.0433;0.0091
2011.28;72780;0.0371;0.0333;0.0433;0.0091
2011.34;72800;0.0371;0.0333;0.0433;0.0091
2011.40;72820;0.0371;0.0333;0.0434;0.0092
2011.45;72840;0.0370;0.0332;0.0435;0.0094
2011.51;72860;0.0370;0.0332;0.0435;0.0095
2011.57;72880;0.0372;0.0333;0.0436;0.0094
2011.62;72900;0.0372;0.0333;0.0437;0.0094
2011.68;72920;0.0372;0.0333;0.0437;0.0095
2011.74;72940;0.0372;0.0333;0.0437;0.0095
2011.80;72960;0.0373;0.0334;0.0437;0.0092
2011.85;72980;0.0373;0.0334;0.0436;0.0091
2011.91;73000;0.0374;0.0335;0.0435;0.0088
2011.97;73020;0.0373;0.0335;0.0433;0.0087
2012.03;73040;0.0374;0.0336;0.0431;0.0083
2012.08;73060;0.0373;0.0336;0.0429;0.0083
2012.14;73080;0.0373;0.0337;0.0427;0.0080
2012.20;73100;0.0373;0.0337;0.0425;0.0078
2012.26;73120;0.0374;0.0337;0.0425;0.0078
2012.32;73140;0.0373;0.0336;0.0425;0.0080
2012.37;73160;0.0373;0.0336;0.0426;0.0082
2012.43;73180;0.0373;0.0334;0.0428;0.0087
2012.49;73200;0.0375;0.0335;0.0432;0.0089
2012.55;73220;0.0376;0.0334;0.0436;0.0095
2012.60;73240;0.0376;0.0333;0.0441;0.0101
2012.66;73260;0.0377;0.0333;0.0446;0.0106
2012.71;73280;0.0378;0.0333;0.0450;0.0110
2012.77;73300;0.0379;0.0333;0.0454;0.0113
2012.83;73320;0.0381;0.0333;0.0456;0.0113
2012.88;73340;0.0380;0.0333;0.0457;0.0116
2012.94;73360;0.0380;0.0333;0.0456;0.0115
2013.00;73380;0.0379;0.0333;0.0454;0.0113
2013.05;73400;0.0379;0.0334;0.0451;0.0108
2013.11;73420;0.0378;0.0334;0.0448;0.0105
2013.17;73440;0.0377;0.0334;0.0444;0.0101
2013.22;73460;0.0376;0.0334;0.0440;0.0097
2013.28;73480;0.0375;0.0334;0.0437;0.0094
2013.34;73500;0.0374;0.0335;0.0434;0.0091
2013.39;73520;0.0374;0.0335;0.0432;0.0089
2013.45;73540;0.0373;0.0334;0.0431;0.0089
2013.51;73560;0.0373;0.0334;0.0431;0.0088
2013.56;73580;0.0374;0.0334;0.0432;0.0089
2013.62;73600;0.0375;0.0336;0.0433;0.0089
2013.67;73620;0.0377;0.0338;0.0434;0.0088
2013.73;73640;0.0378;0.0338;0.0436;0.0089
2013.79;73660;0.0380;0.0341;0.0438;0.0087
2013.85;73680;0.0383;0.0343;0.0439;0.0086
2013.91;73700;0.0385;0.0347;0.0441;0.0085
2013.97;73720;0.0387;0.0350;0.0442;0.0084
2014.02;73740;0.0389;0.0352;0.0444;0.0084
2014.08;73760;0.0390;0.0353;0.0445;0.0085
2014.14;73780;0.0392;0.0357;0.0447;0.0083
2014.20;73800;0.0393;0.0359;0.0449;0.0084
2014.26;73820;0.0394;0.0356;0.0451;0.0087
2014.32;73840;0.0396;0.0359;0.0453;0.0086
2014.39;73860;0.0399;0.0362;0.0454;0.0084
2014.45;73880;0.0400;0.0362;0.0456;0.0084
2014.51;73900;0.0403;0.0366;0.0457;0.0081
2014.57;73920;0.0407;0.0370;0.0457;0.0077
2014.63;73940;0.0411;0.0375;0.0457;0.0071
2014.70;73960;0.0416;0.0385;0.0457;0.0063
2014.77;73980;0.0420;0.0390;0.0456;0.0058
2014.83;74000;0.0423;0.0392;0.0457;0.0057
2014.90;74020;0.0428;0.0396;0.0459;0.0056
2014.97;74040;0.0432;0.0396;0.0464;0.0058
2015.04;74060;0.0438;0.0400;0.0472;0.0062
2015.10;74080;0.0447;0.0407;0.0483;0.0066
2015.17;74100;0.0459;0.0418;0.0498;0.0070
2015.24;74120;0.0472;0.0423;0.0516;0.0080
2015.32;74140;0.0491;0.0442;0.0537;0.0081
2015.40;74160;0.0512;0.0463;0.0560;0.0083
2015.48;74180;0.0534;0.0487;0.0585;0.0087
2015.56;74200;0.0557;0.0509;0.0609;0.0088
2015.65;74220;0.0578;0.0529;0.0632;0.0091
2015.75;74240;0.0598;0.0549;0.0653;0.0093
2015.84;74260;0.0617;0.0573;0.0671;0.0090
2015.94;74280;0.0630;0.0587;0.0685;0.0092
2016.04;74300;0.0642;0.0598;0.0695;0.0091
2016.15;74320;0.0651;0.0608;0.0701;0.0087
2016.25;74340;0.0655;0.0613;0.0704;0.0087
2016.35;74360;0.0658;0.0618;0.0704;0.0085
2016.45;74380;0.0657;0.0614;0.0702;0.0086
2016.56;74400;0.0657;0.0614;0.0701;0.0084
2016.66;74420;0.0657;0.0614;0.0700;0.0082
2016.76;74440;0.0656;0.0612;0.0701;0.0084
2016.86;74460;0.0657;0.0614;0.0704;0.0084
2016.96;74480;0.0661;0.0620;0.0709;0.0082
2017.07;74500;0.0666;0.0626;0.0715;0.0080
2017.17;74520;0.0673;0.0637;0.0723;0.0077
2017.28;74540;0.0681;0.0648;0.0731;0.0074
2017.39;74560;0.0689;0.0655;0.0739;0.0074
2017.50;74580;0.0698;0.0668;0.0746;0.0069
2017.61;74600;0.0706;0.0675;0.0752;0.0067
2017.72;74620;0.0711;0.0679;0.0756;0.0067
2017.84;74640;0.0717;0.0681;0.0760;0.0069
2017.95;74660;0.0717;0.0676;0.0762;0.0075
2018.07;74680;0.0714;0.0667;0.0764;0.0084
2018.18;74700;0.0712;0.0659;0.0765;0.0093
2018.29;74720;0.0709;0.0653;0.0766;0.0101
2018.40;74740;0.0704;0.0645;0.0768;0.0111
2018.51;74760;0.0701;0.0637;0.0771;0.0121
2018.61;74780;0.0696;0.0631;0.0773;0.0130
2018.71;74800;0.0697;0.0633;0.0778;0.0133
2018.82;74820;0.0699;0.0636;0.0784;0.0137
2018.92;74840;0.0702;0.0640;0.0791;0.0141
2019.03;74860;0.0705;0.0640;0.0799;0.0148
2019.13;74880;0.0708;0.0640;0.0808;0.0156
2019.24;74900;0.0713;0.0644;0.0818;0.0162
2019.35;74920;0.0718;0.0644;0.0827;0.0170
2019.45;74940;0.0721;0.0642;0.0836;0.0179
2019.56;74960;0.0726;0.0642;0.0844;0.0185
2019.66;74980;0.0732;0.0649;0.0850;0.0185
2019.77;75000;0.0738;0.0655;0.0854;0.0182
2019.88;75020;0.0746;0.0668;0.0857;0.0173
2019.99;75040;0.0752;0.0675;0.0857;0.0165
2020.10;75060;0.0759;0.0691;0.0856;0.0151
2020.22;75080;0.0765;0.0706;0.0854;0.0136
2020.34;75100;0.0770;0.0718;0.0852;0.0123
2020.46;75120;0.0775;0.0727;0.0852;0.0114
2020.58;75140;0.0778;0.0732;0.0854;0.0110
2020.70;75160;0.0780;0.0736;0.0857;0.0111
2020.82;75180;0.0783;0.0740;0.0864;0.0113
2020.94;75200;0.0785;0.0740;0.0872;0.0121
2021.06;75220;0.0789;0.0740;0.0883;0.0131
2021.18;75240;0.0793;0.0740;0.0895;0.0143
2021.30;75260;0.0796;0.0737;0.0908;0.0158
2021.42;75280;0.0799;0.0732;0.0919;0.0173
2021.54;75300;0.0801;0.0727;0.0930;0.0187
2021.65;75320;0.0802;0.0719;0.0938;0.0202
2021.77;75340;0.0803;0.0714;0.0943;0.0213
2021.88;75360;0.0803;0.0709;0.0945;0.0220
2022.00;75380;0.0802;0.0705;0.0945;0.0223
2022.11;75400;0.0802;0.0704;0.0943;0.0223
2022.23;75420;0.0801;0.0704;0.0940;0.0219
2022.34;75440;0.0801;0.0704;0.0937;0.0214
2022.46;75460;0.0804;0.0712;0.0935;0.0204
2022.57;75480;0.0807;0.0720;0.0935;0.0195
2022.69;75500;0.0813;0.0731;0.0936;0.0186
2022.81;75520;0.0819;0.0743;0.0940;0.0178
2022.93;75540;0.0826;0.0754;0.0944;0.0171
2023.06;75560;0.0833;0.0766;0.0949;0.0166
2023.18;75580;0.0841;0.0777;0.0954;0.0160
2023.31;75600;0.0846;0.0784;0.0958;0.0157
2023.44;75620;0.0851;0.0793;0.0961;0.0154
2023.57;75640;0.0854;0.0797;0.0964;0.0153
2023.70;75660;0.0855;0.0797;0.0968;0.0155
2023.83;75680;0.0857;0.0797;0.0971;0.0158
2023.95;75700;0.0858;0.0798;0.0976;0.0162
2024.08;75720;0.0861;0.0798;0.0981;0.0166
2024.21;75740;0.0864;0.0798;0.0987;0.0171
2024.34;75760;0.0867;0.0799;0.0993;0.0175
2024.47;75780;0.0871;0.0799;0.0999;0.0178
2024.60;75800;0.0875;0.0803;0.1004;0.0178
2024.73;75820;0.0881;0.0811;0.1007;0.0175
2024.86;75840;0.0886;0.0819;0.1011;0.0172
2024.99;75860;0.0890;0.0824;0.1013;0.0170
2025.13;75880;0.0895;0.0832;0.1016;0.0165
2025.26;75900;0.0900;0.0836;0.1019;0.0164
2025.40;75920;0.0907;0.0845;0.1023;0.0160
2025.54;75940;0.0916;0.0854;0.1029;0.0156
