age (yr)	total sulfate (ppb)	volcanic sulfate

24278.00	213.00	0
24292.00	193.00	0
24305.40	237.00	12
24318.20	170.00	0
24331.00	226.00	0
24343.80	199.00	0
24356.60	184.00	0
24369.20	194.00	0
24381.60	187.00	0
24394.00	231.00	0
24406.40	230.00	0
24418.80	248.00	0
24431.80	215.00	0
24445.40	210.00	2
24459.00	324.00	33
24472.60	201.00	0
24486.20	206.00	0
24499.00	182.00	0
24511.00	189.00	0
24523.00	168.00	0
24535.00	220.00	0
24547.00	143.00	0
24559.20	226.00	0
24571.60	199.00	0
24584.00	209.00	2
24596.40	199.00	0
24608.80	165.00	0
24621.10	202.00	0
24633.30	218.00	0
24645.50	299.00	0
24657.70	374.00	34
24669.90	333.00	54
24682.60	234.00	0
24695.80	299.00	0
24709.00	258.00	0
24722.20	267.00	0
24735.40	254.00	0
24748.10	243.00	0
24760.30	263.00	0
24772.50	272.00	0
24796.90	259.00	0
24809.90	315.00	0
24823.70	250.00	0
24837.50	228.00	0
24851.30	277.00	0
24865.10	216.00	0
24878.60	355.00	0
24891.80	264.00	0
24905.00	248.00	0
24918.20	168.00	0
24931.40	166.00	0
24944.10	273.00	0
24956.30	302.00	0
24968.50	247.00	0
24980.70	224.00	0
24992.90	154.00	2
25005.20	194.00	15
25017.60	209.00	0
25030.00	166.00	0
25042.40	178.00	0
25054.80	226.00	0
25067.50	283.00	69
25080.50	228.00	29
25106.50	178.00	0
25119.50	168.00	0
25132.50	228.00	0
25145.50	220.00	0
25158.50	239.00	0
25171.50	287.00	0
25184.50	356.00	0
25197.50	268.00	0
25210.50	376.00	0
25223.50	335.00	0
25236.50	367.00	0
25249.50	273.00	0
25262.70	218.00	0
25276.10	248.00	0
25289.50	354.00	0
25302.90	278.00	0
25316.30	343.00	0
25329.50	333.00	0
25342.50	298.00	0
25355.50	333.00	0
25368.50	307.00	0
25381.50	305.00	0
25394.90	388.00	0
25408.70	286.00	0
25422.50	412.00	0
25436.30	460.00	84
25450.10	293.00	0
25463.80	343.00	0
25477.40	552.00	0
25491.00	276.00	0
25504.60	440.00	61
25518.20	336.00	0
25531.70	466.00	0
25545.10	322.00	1
25558.50	401.00	20
25571.90	361.00	3
25585.30	409.00	0
25599.00	372.00	0
25613.00	383.00	0
25627.00	440.00	0
25641.00	460.00	0
25655.00	367.00	0
25668.60	430.00	0
25681.80	438.00	0
25695.00	376.00	0
25708.20	867.00	194
25721.40	472.00	0
25734.50	294.00	0
25760.50	430.00	0
25773.50	443.00	0
25786.50	350.00	0
25800.00	596.00	21
25814.00	418.00	0
25828.00	328.00	0
25842.00	281.00	0
25856.00	376.00	0
25870.20	308.00	0
25884.60	291.00	19
25899.00	340.00	44
25913.40	213.00	0
25927.80	253.00	0
25942.00	246.00	0
25956.00	248.00	0
25970.00	248.00	0
25984.00	239.00	9
25998.00	240.00	0
26011.70	255.00	19
26025.10	197.00	0
26038.50	257.00	0
26051.90	254.00	8
26065.30	178.00	0
26078.50	351.00	0
26091.50	187.00	0
26104.50	157.00	0
26117.50	165.00	0
26130.50	192.00	0
26143.70	184.00	0
26157.10	180.00	0
26170.50	153.00	0
26183.90	155.00	0
26197.30	167.00	0
26210.70	224.00	47
26224.10	167.00	0
26237.50	205.00	0
26250.90	326.00	119
26264.30	192.00	0
26277.50	256.00	0
26290.50	174.00	0
26303.50	160.00	0
26316.50	209.00	0
26329.50	203.00	24
26343.10	209.00	19
26357.30	200.00	0
26371.50	262.00	0
26385.70	263.00	11
26399.90	187.00	0
26413.80	222.00	0
26427.40	361.00	20
26441.00	289.00	54
26454.60	162.00	0
26468.20	394.00	140
26482.00	173.00	0
26496.00	202.00	0
26510.00	206.00	0
26524.00	186.00	0
26538.00	203.00	0
26551.40	155.00	0
26564.20	220.00	28
26577.00	221.00	0
26589.80	225.00	0
26602.60	187.00	6
26615.30	131.00	0
26627.90	195.00	0
26640.50	179.00	0
26653.10	223.00	6
26665.70	181.00	14
26677.80	192.00	13
26689.40	228.00	0
26701.00	226.00	0
26712.60	219.00	0
26724.20	280.00	0
26736.30	194.00	0
26748.90	192.00	0
26761.50	226.00	0
26774.10	183.00	0
26786.70	245.00	0
26799.10	204.00	0
26811.30	200.00	0
26823.50	217.00	0
26835.70	197.00	0
26847.90	173.00	0
26860.40	180.00	0
26873.20	149.00	0
26886.00	180.00	0
26898.80	189.00	0
26911.60	148.00	0
26924.20	204.00	0
26935.98	233.00	0
26948.38	152.00	0
26961.40	170.00	0
26973.80	188.00	0
26986.70	152.00	0
27000.10	150.00	0
27013.50	282.00	0
27026.90	199.00	9
27040.30	184.00	0
27053.00	152.00	0
27065.00	197.00	11
27077.00	254.00	47
27089.00	157.00	11
27101.00	230.00	29
27113.20	237.00	29
27125.60	235.00	12
27138.00	186.00	0
27150.40	249.00	70
27162.80	170.00	0
27176.00	127.00	0
27190.00	183.00	11
27204.00	148.00	1
27218.00	162.00	0
27232.00	184.00	0
27245.90	191.00	0
27259.70	179.00	14
27273.50	241.00	0
27287.30	263.00	16
27301.10	238.00	0
27315.30	168.00	0
27329.90	212.00	0
27344.50	242.00	0
27359.10	209.00	0
27373.70	190.00	15
27388.00	199.00	32
27402.00	221.00	0
27416.00	220.00	0
27430.00	164.00	9
27444.00	260.00	14
27454.50	245.00	55
27461.50	214.00	0
27468.50	146.00	0
27475.50	164.00	1
27482.50	151.00	0
27489.50	203.00	30
27496.50	222.00	82
27503.50	133.00	24
27510.50	84.50	0
27517.50	150.00	12
27523.75	105.00	0
27529.25	116.00	0
27534.75	68.60	0
27540.25	95.10	0
27545.75	80.60	0
27551.25	170.00	35
27556.75	92.10	15
27562.25	93.60	0
27567.75	82.00	8
27578.85	111.00	0
27584.55	71.30	10
27590.25	88.60	8
27595.95	132.00	41
27601.65	56.40	0
27607.35	68.80	0
27613.05	64.60	0
27618.75	64.00	0
27624.45	56.60	0
27630.15	195.00	95
27635.45	77.80	0
27640.35	57.80	2
27645.25	63.90	2
27650.15	110.00	34
27655.05	66.80	1
27659.95	58.90	0
27664.85	51.40	0
27669.75	69.60	9
27674.65	62.80	0
27679.55	93.80	11
27684.70	71.00	0
27690.10	60.80	8
27695.50	62.60	2
27700.90	67.00	17
27706.30	104.00	0
27711.70	78.70	24
27717.10	56.70	0
27722.50	85.20	9
27727.90	84.50	0
27738.70	83.20	24
27744.10	83.90	11
27749.50	57.30	0
27754.90	67.40	13
27760.30	77.90	7
27765.70	88.20	0
27771.10	130.00	67
27776.50	76.50	13
27781.90	64.60	0
27787.30	73.80	33
27792.70	63.70	3
27798.10	60.90	0
27803.50	61.90	0
27808.90	56.40	6
27814.30	67.80	15
27819.70	99.00	33
27825.10	78.40	10
27830.50	83.00	0
27835.90	51.80	1
27841.30	83.40	14
27847.10	96.80	49
27853.30	75.10	12
27859.50	116.00	43
27865.70	121.00	23
27871.90	114.00	42
27878.10	126.00	0
27884.30	103.00	38
27890.50	194.00	37
27896.70	201.00	82
27902.90	256.00	90
27910.05	464.00	237
27918.15	386.00	151
27926.25	527.00	298
27934.35	301.00	80
27942.45	284.00	85
27950.55	278.00	36
27958.65	279.00	16
27966.75	247.00	33
27974.85	211.00	0
27982.95	278.00	0
28010.70	248.00	0
28026.50	210.00	0
28042.30	194.00	0
28058.10	186.00	0
28073.70	390.00	78
28089.10	245.00	0
28104.50	440.00	111
28119.90	261.00	0
28135.30	268.00	0
28150.40	254.00	28
28165.20	285.00	16
28180.00	239.00	0
28194.80	242.00	0
28209.60	288.00	25
28224.00	294.00	28
28238.00	351.00	66
28252.00	301.00	36
28266.00	235.00	0
28280.00	235.00	21
28293.70	236.00	0
28307.10	258.00	15
28320.50	207.00	0
28333.90	239.00	0
28347.30	307.00	0
28360.30	284.00	21
28372.90	250.00	0
28385.50	304.00	37
28398.10	305.00	0
28410.70	296.00	0
28423.20	284.00	0
28435.60	308.00	0
28448.00	275.00	0
28460.40	213.00	0
28472.80	308.00	0
28485.10	246.00	0
28497.30	289.00	0
28509.50	352.00	4
28521.70	294.00	42
28533.90	246.00	0
28545.00	515.00	195
28555.00	265.00	10
28565.00	256.00	12
28575.00	288.00	61
28585.00	236.00	26
28595.90	206.00	35
28619.50	335.00	104
28631.30	320.00	69
28643.10	249.00	26
28654.50	281.00	82
28665.50	198.00	45
28676.50	181.00	18
28687.50	120.00	13
28698.50	111.00	2
28718.10	100.00	4
28727.50	86.10	1
28736.90	94.80	0
28746.30	104.00	0
28755.70	118.00	17
28765.10	69.70	8
28774.50	81.40	2
28783.90	71.70	6
28793.30	93.00	0
28802.50	80.50	0
28811.50	85.20	0
28820.50	74.20	0
28829.50	71.50	0
28838.50	55.60	0
28857.40	104.00	11
28867.00	101.00	6
28876.60	82.10	0
28886.20	84.20	8
28896.00	73.30	0
28906.00	82.30	7
28916.00	64.60	0
28926.00	64.30	0
28936.00	55.50	0
28945.90	299.00	226
28955.70	67.30	0
28965.50	84.50	5
28975.30	76.10	0
28985.10	65.40	0
28994.30	102.00	33
29002.90	57.80	0
29011.50	53.60	0
29020.10	79.00	4
29028.70	61.30	0
29038.40	80.10	3
29049.20	115.00	0
29060.00	146.00	3
29070.80	244.00	32
29081.60	302.00	77
29093.20	231.00	18
29105.60	204.00	0
29118.00	281.00	61
29130.40	208.00	0
29142.80	226.00	19
29155.60	253.00	0
29168.80	192.00	0
29182.00	313.00	0
29195.20	255.00	35
29208.40	234.00	0
29221.20	233.00	0
29233.60	286.00	0
29246.00	279.00	19
29258.40	286.00	0
29270.80	298.00	65
29283.00	380.00	84
29295.00	274.00	0
29307.00	259.00	0
29319.00	258.00	0
29331.00	211.00	0
29343.20	202.00	0
29355.60	303.00	54
29368.00	278.00	0
29380.40	277.00	0
29392.80	288.00	3
29405.90	244.00	0
29419.70	327.00	0
29433.50	335.00	0
29447.30	302.00	0
29461.10	392.00	0
29476.00	294.00	1
29508.00	239.00	0
29524.00	263.00	0
29540.00	342.00	0
29555.60	274.00	0
29570.80	318.00	0
29586.00	268.00	0
29601.20	273.00	1
29616.40	333.00	0
29632.20	308.00	0
29648.60	433.00	16
29665.00	354.00	0
29681.40	554.00	0
29697.80	331.00	0
29713.30	345.00	0
29727.90	441.00	98
29742.50	573.00	115
29771.70	426.00	3
29785.10	299.00	0
29797.30	333.00	0
29809.50	276.00	0
29821.70	290.00	5
29833.90	347.00	0
29846.00	408.00	0
29858.00	250.00	0
29870.00	301.00	0
29882.00	297.00	0
29894.00	272.00	14
29906.70	320.00	0
29920.10	288.00	0
29933.50	420.00	0
29946.90	359.00	0
29960.30	349.00	1
29973.50	364.00	0
29986.50	348.00	0
29999.50	447.00	42
30012.50	297.00	0
30025.50	392.00	22
30039.00	369.00	28
30053.00	324.00	19
30067.00	297.00	0
30081.00	371.00	0
30095.00	309.00	0
30108.60	386.00	0
30121.80	375.00	0
30135.00	303.00	0
30148.20	354.00	0
30161.40	537.00	107
30174.50	445.00	73
30187.50	394.00	30
30200.50	346.00	0
30214.15	385.00	0
30227.15	337.00	0
30239.50	279.00	0
30252.50	242.00	0
30265.50	274.00	6
30278.50	355.00	0
30291.50	298.00	0
30304.50	361.00	0
30317.50	304.00	0
30330.50	276.00	0
30343.50	235.00	0
30356.50	267.00	0
30369.70	337.00	21
30383.10	293.00	16
30396.50	208.00	0
30409.90	203.00	0
30423.30	327.00	92
30436.80	237.00	0
30450.40	267.00	0
30464.00	188.00	0
30477.60	222.00	20
30491.20	274.00	63
30504.00	160.00	0
30516.00	166.00	0
30528.00	144.00	0
30540.00	134.00	0
30552.00	120.00	0
30564.10	122.00	0
30576.30	126.00	0
30588.50	120.00	9
30600.70	122.00	0
30612.90	166.00	0
30625.40	143.00	5
30638.20	172.00	0
30651.00	202.00	0
30663.80	189.00	0
30676.60	222.00	0
30689.51	258.00	0
30701.60	216.00	0
30714.00	216.00	0
30726.40	238.00	0
30738.80	187.00	0
30751.90	251.00	0
30765.70	279.00	0
30779.50	240.00	0
30793.30	260.00	0
30807.10	287.00	0
30820.20	207.00	0
30832.60	251.00	23
30845.00	212.00	0
30857.40	230.00	0
30869.80	329.00	0
30882.60	294.00	0
30909.00	337.00	0
30922.20	232.00	0
30935.40	230.00	0
30948.60	318.00	38
30961.80	316.00	0
30975.00	239.00	3
30988.20	262.00	0
31001.40	241.00	0
31014.70	273.00	0
31028.10	265.00	20
31041.50	286.00	18
31054.90	226.00	0
31068.30	299.00	0
31081.50	267.00	0
31094.50	247.00	0
31107.50	244.00	13
31120.50	374.00	0
31133.50	236.00	0
31146.30	359.00	14
31158.90	247.00	1
31171.50	252.00	2
31184.10	266.00	0
31196.70	372.00	123
31209.40	257.00	15
31222.20	294.00	0
31235.00	261.00	13
31260.60	433.00	117
31273.40	236.00	0
31286.20	355.00	25
31299.00	219.00	0
31311.80	308.00	28
31324.60	237.00	0
31334.52	223.00	0
31351.16	250.00	0
31361.72	298.00	0
31375.80	222.00	0
31388.60	262.00	0
31401.40	386.00	108
31414.20	304.00	30
31427.00	269.00	0
31439.80	243.00	36
31452.60	392.00	146
31465.20	237.00	0
31477.60	218.00	1
31490.00	224.00	15
31502.40	227.00	12
31514.80	201.00	8
31527.00	182.00	0
31539.00	273.00	58
31551.00	220.00	15
31563.00	211.00	10
31575.00	241.00	18
31587.20	144.00	0
31599.60	166.00	0
31612.00	182.00	0
31624.40	153.00	2
31636.80	160.00	13
31649.50	167.00	10
31662.50	174.00	20
31675.50	138.00	0
31688.50	182.00	18
31701.50	128.00	0
31714.00	368.00	190
31726.00	135.00	1
31738.00	156.00	31
31750.00	95.10	0
31762.00	89.00	0
31774.00	86.80	0
31786.00	100.00	5
31798.00	115.00	10
31810.00	77.60	0
31822.00	86.60	0
31834.00	84.90	0
31846.00	81.40	0
31858.00	74.30	0
31870.00	69.40	0
31882.00	73.00	0
31893.50	70.70	0
31904.50	89.80	0
31915.50	80.40	0
31926.50	58.50	0
31937.50	58.60	0
31952.30	72.80	3
31958.00	115.00	52
31964.00	76.10	6
31970.00	57.20	0
31976.00	65.70	0
31982.00	66.40	5
31988.00	67.40	0
31994.00	45.40	0
32000.00	51.80	0
32005.90	79.40	0
32011.70	53.80	0
32017.50	56.60	0
32023.30	73.50	0
32029.10	69.20	0
32034.90	66.10	0
32040.70	49.00	0
32046.50	67.00	0
32052.30	82.60	0
32058.10	100.00	0
32064.10	172.00	89
32070.30	48.60	0
32076.50	54.70	0
32082.70	73.50	0
32088.90	71.80	3
32095.10	66.40	0
32101.30	73.70	0
32107.50	155.00	97
32113.70	51.60	0
32119.90	58.40	0
32126.00	56.20	0
32132.00	58.10	0
32138.00	104.00	40
32144.00	40.60	0
32150.00	59.40	0
32156.00	57.00	0
32162.00	45.80	0
32168.00	51.90	0
32180.00	69.60	0
32186.10	75.90	0
32192.30	70.30	0
32198.50	80.10	0
32204.70	75.10	11
32210.90	86.60	22
32217.10	55.30	0
32223.30	54.20	0
32229.50	105.00	45
32235.70	58.60	0
32241.90	50.40	0
32248.15	77.50	0
32254.45	81.20	30
32260.75	50.10	0
32267.05	87.40	15
32273.35	94.00	0
32279.65	96.20	0
32285.95	68.60	7
32292.25	59.00	0
32298.55	55.80	0
32304.85	56.80	0
32311.20	133.00	73
32317.60	80.00	0
32324.00	72.90	0
32330.40	88.50	0
32336.80	159.00	38
32343.20	101.00	0
32349.60	159.00	0
32356.00	158.00	8
32362.40	206.00	9
32368.80	218.00	64
32378.93	251.00	11
32391.80	200.00	0
32405.00	183.00	0
32418.20	251.00	16
32431.40	240.00	3
32444.80	230.00	6
32458.40	256.00	0
32472.00	273.00	20
32485.60	261.00	3
32499.20	283.00	35
32512.50	210.00	15
32525.50	227.00	2
32538.50	255.00	0
32551.50	257.00	0
32564.50	256.00	0
32577.70	265.00	36
32591.10	274.00	1
32604.50	271.00	4
32617.90	273.00	0
32631.30	292.00	0
32644.90	241.00	4
32658.70	240.00	0
32672.50	229.00	0
32686.30	240.00	3
32700.10	307.00	45
32714.00	279.00	37
32728.00	238.00	0
32742.00	229.00	0
32756.00	315.00	18
32770.00	258.00	0
32783.80	257.00	0
32797.40	265.00	0
32811.00	225.00	0
32824.60	262.00	0
32838.20	277.00	0
32851.80	368.00	105
32865.40	210.00	27
32879.00	276.00	11
32892.60	331.00	9
32906.20	211.00	0
32919.80	278.00	43
32933.40	230.00	13
32947.00	241.00	55
32960.60	253.00	27
32974.20	265.00	68
32987.30	241.00	21
32999.90	339.00	97
33012.50	332.00	122
33025.10	210.00	44
33037.70	270.00	62
33050.90	176.00	24
33064.70	169.00	2
33078.50	112.00	0
33092.30	122.00	17
33106.10	121.00	1
33119.90	90.30	0
33133.70	99.60	0
33147.50	78.80	0
33161.30	61.10	0
33175.10	57.10	0
33188.90	58.90	0
33202.70	62.00	0
33216.50	66.60	0
33230.30	55.40	0
33244.10	56.20	0
33257.80	78.70	7
33271.40	85.00	0
33285.00	96.70	6
33298.60	55.20	0
33312.20	61.80	0
33325.80	56.40	0
33339.40	57.10	0
33353.00	68.90	0
33366.60	80.80	0
33380.20	86.20	13
33393.80	67.10	0
33407.40	72.30	10
33421.00	73.60	10
33434.60	81.50	19
33448.20	70.30	7
33461.50	77.50	0
33474.50	57.30	0
33487.50	76.50	1
33500.50	65.80	0
33513.50	61.80	0
33526.70	57.60	0
33540.10	61.40	0
33553.50	57.30	0
33566.90	66.20	0
33580.97	79.20	20
33594.26	60.30	0
33606.80	57.30	0
33620.00	66.00	0
33633.20	61.60	0
33646.40	100.00	0
33659.80	171.00	11
33673.40	181.00	0
33687.00	196.00	33
33700.60	147.00	0
33714.20	208.00	0
33728.00	199.00	4
33742.00	188.00	0
33756.00	239.00	0
33770.00	186.00	0
33784.00	276.00	15
33797.50	275.00	41
33836.50	188.00	0
33849.50	278.00	43
33862.60	224.00	8
33875.80	222.00	0
33889.00	227.00	0
33902.20	267.00	0
33915.40	193.00	0
33928.60	243.00	0
33941.80	243.00	0
33955.00	249.00	3
33968.20	234.00	0
33981.40	243.00	0
33994.60	321.00	66
34007.80	201.00	0
34021.00	200.00	0
34034.20	179.00	3
34047.73	203.00	1
34060.93	296.00	23
34073.80	219.00	0
34087.00	255.00	0
34100.20	214.00	0
34113.40	307.00	48
34126.60	276.00	22
34139.80	240.00	2
34153.00	305.00	70
34166.20	612.00	232
34179.40	289.00	4
34192.00	203.00	3
34204.00	249.00	10
34216.00	270.00	0
34228.00	231.00	21
34240.00	278.00	7
34252.40	302.00	82
34265.20	199.00	0
34278.00	273.00	0
34290.80	305.00	49
34303.60	275.00	17
34316.70	187.00	10
34343.50	417.00	184
34356.90	194.00	0
34370.30	232.00	56
34382.90	192.00	0
34394.70	207.00	1
34406.50	228.00	0
34418.89	198.00	0
34430.69	244.00	19
34442.00	205.00	0
34454.00	166.00	0
34466.00	151.00	0
34478.00	183.00	0
34498.50	227.00	82
34503.50	142.00	0
34508.50	118.00	0
34513.50	464.00	327
34518.50	105.00	0
34523.50	61.40	0
34528.50	93.40	0
34533.50	94.20	0
34538.50	75.30	20
34543.50	77.90	0
34548.25	67.90	0
34552.75	72.30	0
34557.25	71.10	0
34561.75	60.60	7
34566.25	69.20	9
34570.75	88.70	0
34575.25	59.60	5
34579.75	67.20	8
34584.25	72.70	0
34588.75	74.80	0
34593.80	72.70	7
34599.40	60.10	0
34605.00	80.60	3
34610.60	122.00	45
34616.20	141.00	60
34621.80	100.00	24
34627.40	59.10	0
34633.00	125.00	0
34638.60	127.00	55
34644.20	74.10	9
34649.40	80.90	0
34654.20	122.00	9
34659.00	63.40	0
34663.80	82.40	0
34668.60	89.20	12
34673.40	94.30	0
34678.20	131.00	35
34683.00	137.00	54
34687.80	103.00	2
34692.60	111.00	16
34697.45	85.80	0
34702.35	78.70	0
34707.25	82.10	0
34712.15	136.00	38
34717.05	113.00	0
34721.95	138.00	0
34726.85	165.00	61
34731.75	135.00	18
34736.65	76.90	0
34741.55	83.40	0
34746.40	114.00	1
34751.20	70.40	0
34756.00	79.90	0
34760.80	144.00	36
34765.60	100.00	0
34770.40	72.90	0
34775.20	180.00	0
34780.00	111.00	6
34784.80	102.00	0
34789.60	62.60	0
34794.45	160.00	0
34799.35	87.40	0
34804.25	94.10	0
34809.15	103.00	0
34814.05	78.60	21
34818.95	66.50	0
34823.85	127.00	7
34828.75	83.10	0
34833.65	72.90	0
34838.55	111.00	31
34844.23	166.00	84
34848.10	88.10	0
34851.97	95.10	38
34856.05	109.00	37
34860.35	139.00	74
34864.65	46.90	0
34868.95	63.80	1
34873.25	58.50	0
34877.55	49.20	0
34881.85	54.90	0
34886.15	118.00	61
34890.45	47.30	0
34894.75	61.00	0
34899.05	50.00	0
34903.35	58.20	1
34907.65	57.30	0
34911.95	60.30	0
34916.25	68.50	0
34920.55	56.60	0
34924.85	53.10	0
34929.25	68.70	31
34938.25	63.10	0
34942.75	179.00	101
34947.25	42.00	0
34951.75	64.00	0
34956.25	70.30	0
34960.75	71.30	5
34965.25	66.70	0
34969.75	36.30	0
34976.80	52.40	0
34986.40	54.00	0
34996.00	72.50	0
35005.60	54.50	0
35015.20	64.20	0
35024.20	55.60	0
35032.60	64.60	3
35041.00	73.80	4
35049.40	78.30	0
35057.80	75.70	0
35066.10	58.90	0
35074.30	70.30	2
35082.50	65.90	0
35090.70	89.10	6
35098.90	60.10	0
35107.40	80.20	0
35116.20	65.60	4
35125.00	65.00	0
35133.80	57.10	3
35142.60	61.60	0
35150.80	55.70	0
35158.40	53.10	0
35166.00	56.60	7
35173.60	46.20	0
35181.20	96.30	38
35189.70	65.60	0
35199.10	79.60	5
35207.80	58.20	0
35217.20	55.50	0
35227.30	58.30	0
35233.90	60.60	0
35237.70	48.90	0
35241.50	63.40	0
35245.30	45.00	0
35249.10	54.20	0
35252.90	50.20	0
35256.70	53.70	0
35260.50	44.70	0
35264.30	55.80	0
35268.10	70.20	0
35272.70	62.40	0
35278.10	68.40	1
35283.50	58.60	0
35288.90	64.50	0
35294.30	58.70	0
35299.70	72.30	3
35305.10	178.00	57
35310.50	128.00	28
35315.90	76.70	0
35321.30	126.00	6
35327.05	167.00	6
35333.15	151.00	0
35339.25	149.00	0
35345.35	209.00	5
35351.45	160.00	0
35357.55	222.00	19
35363.65	178.00	0
35369.75	312.00	50
35375.85	238.00	0
35381.95	233.00	26
35391.20	451.00	172
35403.60	186.00	0
35416.00	212.00	18
35428.40	236.00	16
35440.80	264.00	6
35453.20	350.00	126
35465.60	227.00	0
35478.00	227.00	0
35490.40	233.00	37
35502.80	167.00	0
35515.20	235.00	0
35527.60	202.00	0
35540.00	184.00	0
35552.40	168.00	0
35564.80	268.00	18
35577.20	281.00	55
35589.60	254.00	35
35602.00	264.00	37
35614.40	324.00	55
35626.80	272.00	30
35640.30	240.00	34
35654.90	302.00	0
35669.50	233.00	29
35684.10	220.00	35
35698.70	257.00	0
35712.40	327.00	80
35725.20	379.00	79
35738.00	280.00	12
35750.80	345.00	26
35763.60	282.00	0
35775.70	329.00	39
35787.10	319.00	4
35798.50	392.00	66
35809.90	266.00	26
35821.30	227.00	1
35832.80	189.00	0
35844.40	294.00	7
35856.00	234.00	0
35867.60	189.00	8
35879.20	222.00	0
35890.80	211.00	1
35902.40	265.00	20
35914.00	230.00	0
35925.60	232.00	0
35937.20	354.00	106
35949.30	271.00	55
35961.90	215.00	11
35974.50	281.00	19
35987.10	307.00	47
35999.70	284.00	20
36011.50	219.00	0
36022.50	175.00	0
36033.50	322.00	16
36044.50	189.00	0
36055.50	256.00	2
36066.50	235.00	0
36077.50	149.00	0
36088.50	124.00	0
36099.50	143.00	0
36110.50	221.00	11
36121.50	183.00	0
36132.50	171.00	0
36143.50	197.00	0
36154.50	210.00	1
36165.50	148.00	0
36176.50	236.00	40
36187.50	138.00	0
36198.50	196.00	0
36209.50	115.00	0
36220.50	123.00	0
36230.80	93.60	0
36240.40	83.10	0
36250.00	99.50	0
36269.20	87.20	0
36279.40	80.00	0
36290.20	79.90	0
36301.00	102.00	0
36322.60	63.60	0
36332.80	94.80	0
36342.40	90.30	0
36352.00	76.50	0
36361.60	76.20	0
36371.20	134.00	0
36381.00	80.90	0
36391.00	80.60	0
36401.00	77.40	0
36411.00	106.00	0
36431.50	73.10	0
36442.50	81.90	0
36453.50	112.00	20
36464.50	113.00	10
36475.50	106.00	3
36497.50	115.00	0
36508.50	112.00	0
36519.50	122.00	0
36530.50	92.30	0
36541.50	80.10	0
36552.50	104.00	0
36563.50	92.50	0
36574.50	80.40	0
36585.50	107.00	0
36597.10	78.80	0
36609.30	114.00	22
36621.50	86.00	0
36633.70	109.00	0
36645.90	83.50	0
36657.70	67.90	0
36669.10	114.00	0
36680.50	96.60	0
36691.90	109.00	16
36703.30	85.10	0
36715.00	113.00	1
36727.00	144.00	6
36739.00	150.00	59
36751.00	181.00	71
36763.00	157.00	58
36774.30	193.00	85
36784.90	96.10	0
36795.50	86.20	8
36806.10	57.20	0
36816.70	53.70	0
36824.60	52.10	4
36829.80	56.80	0
36835.00	70.70	0
36840.20	57.60	0
36845.40	108.00	52
36850.60	69.90	6
36855.80	73.10	5
36860.74	86.60	24
36865.94	123.00	56
36871.40	132.00	63
36881.95	68.80	14
36887.25	80.90	0
36892.55	109.00	23
36897.85	66.90	2
36903.15	96.10	39
36908.45	109.00	32
36913.75	106.00	17
36919.05	64.20	0
36924.35	65.20	0
36929.70	91.00	25
36935.10	65.00	0
36940.50	65.20	0
36945.90	56.70	0
36951.30	92.90	0
36956.70	77.10	19
36962.10	120.00	11
36967.50	89.10	2
36972.90	61.40	0
36978.30	75.90	0
36983.70	143.00	68
36989.10	93.20	26
36994.50	50.10	0
36999.90	64.70	0
37005.30	52.70	0
37010.70	84.10	24
37016.10	58.00	0
37021.50	66.20	4
37026.90	53.80	0
37032.30	53.80	0
37037.70	55.30	0
37043.10	60.20	0
37048.50	58.10	4
37053.90	63.40	0
37059.30	151.00	78
37064.70	67.80	0
37070.10	88.20	3
37075.50	67.70	11
37080.90	68.90	0
37086.30	74.20	4
37091.70	88.20	12
37097.10	62.70	0
37102.50	98.80	30
37107.90	66.20	0
37113.30	76.10	0
37118.70	64.80	0
37124.10	58.80	7
37129.50	54.60	3
37134.90	66.00	0
37140.30	38.40	0
37145.45	76.70	0
37150.35	61.60	5
37155.25	62.80	0
37160.15	73.00	18
37165.05	56.00	0
37169.95	91.50	5
37174.61	121.00	0
37179.75	47.20	0
37184.65	52.50	0
37189.55	58.80	1
37200.53	66.80	8
37205.75	89.90	28
37211.25	104.00	49
37216.75	53.20	0
