GISP2 Ions: Deep (D) Core (Detailed)

REFERENCES: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This file contains the GISP2 major ion concentrations in parts per billion
(ppb) by mass. Blanks (999999) in chemical species represent samples below
detection limits.  Firn samples were cleaned in the freezer by hand
scraping and placed in a pre-cleaned container.  The pieces were kept
frozen until analyzed.  Samples from 96 meters to 200 meters were cleaned
by rinsing with milli-Q water.  Samples below 200 meters were cleaned by
hand scraping after sectioning. 

DATA: 											

depth top (m)	depth bottom (m)	Na	NH4	K	Mg	Ca	Cl	NO3	SO4	age top (yr)	
age bottom (yr)

96.03	96.063	14.42	0.94	0.88	4.27	5.26	33.05	36.53	44.57	258.9	259.0
96.063	96.097	19.95	1.4	1.21	2.01	14.12	22.56	45.71	21.49	259.0	259.1
96.097	96.13	10.39	1.43	1.19	1.59	5.82	17.13	36.71	9.57	259.1	259.2
96.13	96.163	7.53	4.95	0.66	1.79	11.19	13.24	33.39	16.76	259.2	259.3
96.163	96.197	0.92	13.31	0.39	0.18	0.68	1.13	27.54	7.02	259.3	259.4
96.197	96.23	1.09	16.8	0.59	0.44	1.88	3.66	62.29	15.27	259.4	259.5
96.23	96.263	0.38	4.88	0.69	0.04	5.52	4.24	71.6	15.05	259.5	259.6
96.263	96.296	0.34	13.82	0.99	0.39	1.61	5.56	86.91	20.92	259.6	259.7
96.296	96.33	1.52	6.47	0.65	1.77	8.32	6.66	74.29	25.87	259.7	259.8
96.33	96.363	3.34	2.82	0.69	1.42	11.67	8.09	63.14	23.57	259.8	259.9
96.363	96.396	7.78	3.22	0.88	2.08	13.86	13.11	60.09	25.72	259.9	260.0
96.396	96.43	5.73	3.19	0.83	1.56	8.45	10.87	54.09	19.61	260.0	260.2
96.43	96.463	2.21	1.64	0.31	1.07	1.82	4.58	49.03	10.73	260.2	260.3
96.463	96.496	5.13	1.77	0.6	0.96	1.83	9.82	50.73	15.94	260.3	260.4
96.496	96.529	0.91	2.44	0.35	0.65	2.63	4.58	57.41	15.66	260.4	260.6
146	146.033	3.35	4.61	0.93	0.89	9.02	7.6	75	25.48	461.3	461.4
146.033	146.067	10.37	2.46	1.67	2.76	6.61	19.93	56.6	33.25	461.4	461.6
146.067	146.1	3.56	3.27	1.26	0.74	1.93	9.45	51.73	21.72	461.6	461.7
146.1	146.133	0.54	1.42	0.26	0.11	0.63	999999	52.34	7.46	461.7	461.8
146.133	146.167	1.01	2.19	0.53	0.6	3.53	3.07	62.31	19.99	461.8	461.9
146.167	146.2	4.57	3.47	5.6	0.3	1.65	13.09	65.66	24.85	461.9	462.0
146.2	146.233	1.83	5.61	0.97	2.19	12.15	8.85	71.16	45.14	462.0	462.3
146.233	146.266	1.97	4.8	0.84	1.51	9.93	6.51	68.74	21.75	462.3	462.7
146.266	146.3	7.32	2.46	0.95	1.97	12.52	12.09	61.06	26.72	462.7	463.0
146.3	146.333	6.61	2.07	0.68	2.03	5.8	12.37	49.53	19.43	463.0	463.1
146.333	146.366	3.37	1.98	0.71	0.75	2.91	7.04	45.58	17.17	463.1	463.2
146.366	146.4	1.17	1.91	0.67	0.58	3.57	1.14	44.2	12.66	463.2	463.3
146.4	146.433	0.58	2.88	0.64	0.23	1.13	3.88	58.11	14.57	463.3	463.4
146.433	146.466	1.02	3.73	1.54	0.28	1.07	4.75	66.28	18.59	463.4	463.6
146.466	146.5	1.2	20.62	2.02	1.36	4.88	7.73	103.85	30.8	463.6	463.7
202	202.033	9.47	1.89	0.85	2.08	1.66	19.96	45.83	23.47	702.7	702.9
202.033	202.067	0.9	2.71	0.73	0.3	1.31	5.18	66.23	25.48	702.9	703.1
202.067	202.1	1.04	3.96	0.82	0.55	2.17	5.77	72.64	41.86	703.1	703.2
202.1	202.133	0.74	2.85	0.39	0.39	1.77	4.99	86.69	17.74	703.2	703.3
202.133	202.167	3.12	5.19	1.33	1.91	13.73	9.36	86.72	40.99	703.3	703.4
202.167	202.2	9.33	3.24	0.65	2.01	3.8	19.66	66.22	22.32	703.4	703.5
202.2	202.233	5.48	1.7	0.63	0.91	1.32	11.84	47.64	14.62	703.5	703.7
202.233	202.266	1.61	2.74	0.84	0.78	2.86	2.53	43.29	15.17	703.7	703.8
202.266	202.3	0.73	9.83	0.61	0.4	2.27	2.5	60.59	25.22	703.8	703.9
202.3	202.333	0.68	2.6	0.7	1.4	2.23	5.26	61.86	22.53	703.9	704.0
202.333	202.366	2.43	8.02	1.13	1.98	18.08	12.23	72.49	38.43	704.0	704.2
202.366	202.4	20.27	3.16	5.64	3.41	19.22	35.03	72.81	34.04	704.2	704.3
202.4	202.433	10.3	1.69	0.68	1.76	6.09	16.83	62.23	15.05	704.3	704.5
202.433	202.466	3.87	2.2	0.73	0.94	1.89	8.64	64.25	14.21	704.5	704.6
202.466	202.5	2.72	3.81	1.24	0.6	2.35	6.95	80.52	22.08	704.6	704.8
204.41	204.433	1.57	21.62	0.87	0.63	5.02	7.87	110.61	32.64	713.0	713.1
204.433	204.456	6.7	15.13	1.29	3.34	14.12	16.22	92.33	86.55	713.1	713.2
204.456	204.479	12.11	1.8	2.8	2.04	6.07	21.22	68.19	22.83	713.2	713.3
204.479	204.502	12.15	1.2	2.21	0.41	6.72	24.1	53.76	9.55	713.3	713.4
204.502	204.525	6.35	1.15	1.1	1.27	1.61	12.99	52.26	13.57	713.4	713.5
204.525	204.548	3.93	3.65	1.36	0.6	2.73	8.92	54.42	22.32	713.5	713.6
204.548	204.571	2.16	2.64	0.87	1.01	5.35	4.86	55.47	31.85	713.6	713.7
204.571	204.594	0.69	3.11	0.8	0.34	1.91	3.64	60.77	19.79	713.7	713.8
204.594	204.617	0.44	2.15	0.29	0.17	0.11	999999	74.14	14.24	713.8	713.9
204.617	204.64	0.74	3.18	0.61	999999	1.66	9.39	79.64	23.11	713.9	714.0
204.64	204.656	2.42	13.83	2.42	0.69	5.04	7.88	104.82	30.59	714.0	714.1
204.656	204.672	42.26	21.25	23.75	1.02	8.34	62.21	107.35	29.04	714.1	714.2
204.672	204.688	2.71	5.42	1.4	0.99	7.78	6.17	82.96	31.14	714.2	714.3
204.688	204.704	6.63	4.29	1.8	1.48	8.82	15.2	67.57	37.54	714.3	714.4
204.704	204.72	5.63	1.95	1.19	0.47	2.09	12.72	52.16	11.45	714.4	714.5
204.72	204.736	14.09	2.46	1.26	2.17	3.54	26.97	42.06	22.54	714.5	714.6
204.736	204.752	12.81	1.38	0.61	2.09	3.27	26.62	37.79	23.58	714.6	714.7
204.752	204.768	7.09	1.54	0.73	1.31	4.52	14.3	40.75	25.37	714.7	714.8
204.768	204.784	2.51	2.03	0.58	0.47	7.75	5.29	48.12	24.89	714.8	714.9
204.784	204.8	0.46	1.26	0.39	0.05	0.18	1.25	60.56	19.37	714.9	715.0
204.8	204.827	1.28	2.93	1.07	0.29	2.69	5.3	72.16	26.54	715.0	715.1
204.827	204.854	1.13	2.84	0.71	0.17	1.13	7.21	77.96	22.62	715.1	715.2
204.854	204.881	1.83	3.2	0.45	0.98	6.88	8.11	75.67	34.71	715.2	715.3
204.881	204.908	9.26	3.29	1.62	1.44	6.42	17.42	65.71	26.69	715.3	715.4
204.908	204.935	9.42	2.35	2.05	1.27	4.32	17.47	51.7	20.06	715.4	715.5
204.935	204.962	8.58	2.27	1.58	1.09	5.21	14.74	53.11	17.72	715.5	715.6
204.962	204.989	8.65	4.47	1.88	0.78	1.59	16.94	51.55	12.43	715.6	715.7
204.989	205.016	4.06	3.8	1.7	0.33	1.35	5.48	57.9	13.55	715.7	715.8
205.016	205.043	1.79	3.09	0.65	0.37	2.65	3.22	76.14	20.06	715.8	715.9
205.043	205.07	1.31	5.93	1.18	0.14	1.26	5.39	96.52	18.61	715.9	716.0
205.07	205.1	1.31	13.22	1.33	0.3	2.6	7.53	106.73	23.03	716.0	716.1
205.8	205.85	6.56	7.51	3.01	2.95	61.89	14	105.43	118.52	718.9	719.1
205.85	205.9	13.91	4.91	3.6	3.69	28.51	26.56	83.77	75.79	719.1	719.4
205.9	205.95	2.33	32.07	3.23	0.21	2.23	5.54	90.6	37.31	719.4	719.7
205.95	206	1.43	42.5	1.97	0.21	2.74	3.65	70.36	79.5	719.7	720.0
206	206.05	2.71	15.3	2.99	2.19	11.52	11.61	99.99	198.73	720.0	720.3
206.05	206.1	22.63	4.6	6.93	4.19	17.11	36.91	96.21	229.95	720.3	720.5
206.1	206.15	7.97	2.14	2.25	0.97	2.63	17.76	80.91	184.63	720.5	720.8
206.15	206.2	2.69	3.35	2.02	0.63	3.45	5.73	87.59	153.89	720.8	721.0
206.2	206.25	1.33	7.44	1.85	0.24	1.78	5.06	94.34	133.59	721.0	721.2
206.25	206.3	5.85	7.75	1.54	3.41	14.26	14.79	68.69	255.47	721.2	721.4
206.3	206.35	2.66	8.68	0.61	0.27	0.85	9.18	57.03	44.2	721.4	721.6
206.35	206.4	0.57	4.85	0.34	0.22	0.36	4.76	64.08	31.76	721.6	721.8
206.4	206.45	4.26	2.13	0.61	1.25	6.61	20.77	45	20.08	721.8	722.0
206.45	206.7	9.81	1.22	0.46	1.39	2.9	5.98	72.91	34.03	722.0	723.3
207.6	207.65	11.97	1.4	0.87	1.68	6.46	4.51	63.78	11.42	727.6	727.8
207.65	207.7	1.45	2.48	0.52	0.18	1.94	4.51	63.78	11.42	727.8	728.1
207.7	207.75	2.43	4.31	2.67	1.09	6.36	6.62	65.87	23.28	728.1	728.4
207.75	207.8	0.39	3.88	0.66	999999	0.54	3.93	77.72	27.91	728.4	728.7
207.8	207.85	0.56	10.78	1.26	0.57	2.48	7.63	104.86	26.57	728.7	729.0
207.85	207.9	4.56	3.95	0.68	1.99	10.24	14.36	84.84	40.27	729.0	729.4
207.9	207.95	4.44	1.67	0.44	1.3	2.77	8.14	65.48	12.45	729.4	729.8
207.95	208	15.32	1.53	1.02	1.66	8.19	27.99	54.04	22.69	729.8	730.1
208	208.05	3.74	4.76	0.88	1	3.09	10.11	61.57	23.35	730.1	730.4
208.05	208.1	0.66	1.63	0.57	0.23	1.46	999999	41.15	20.77	730.4	730.7
212.9	212.95	4.54	9.35	1.27	2.01	15	13.76	92.39	48.98	753.1	753.3
212.95	213	8.65	2.1	1.06	1.75	3.76	18.23	51.66	39.45	753.3	753.6
213	213.05	0.55	1.39	0.24	0.16	1.63	1.39	49.43	48.8	753.6	753.8
213.05	213.1	0.55	2.6	0.32	0.27	1.53	5.52	87.04	52.29	753.8	754.0
213.1	213.15	3.96	5.8	1.42	3.35	13.6	14.6	89.7	137.09	754.0	754.3
213.15	213.2	10.34	2.19	1.25	3.78	14.33	24.88	65.86	180.29	754.3	754.5
213.2	213.25	7.62	1.77	0.79	2.6	9.3	18.47	62.56	165.78	754.5	754.7
213.25	213.3	1.36	2.95	0.46	0.65	2.86	6.28	74.7	98.78	754.7	754.9
213.3	213.35	1.07	7.25	0.78	1.43	6.94	11.09	84.33	99.16	754.9	755.1
213.35	213.4	6.79	2.05	0.81	2.58	13.07	14.41	66.12	7.22	755.1	755.4
213.4	213.45	6.46	1.06	0.45	1.05	2.67	13.65	57.2	38.54	755.4	755.6
213.45	213.5	2.31	12.99	1.58	0.73	4.74	12.89	98.86	31.79	755.6	755.9
216.9	216.95	2.72	2.82	1.87	0.79	5.89	6.4	68.37	16.27	771.5	771.7
216.95	217	2.72	1.28	0.33	0.36	1.58	8.86	97.45	33.84	771.7	772.0
217	217.05	1.22	10.2	0.77	1.58	7.85	16.58	72.54	32.67	772.0	772.2
217.05	217.1	8.96	3.96	0.92	1.86	12.13	17.92	75.74	33.11	772.2	772.4
217.1	217.15	6.76	2.02	0.76	1.36	7.82	14.36	44	22.41	772.4	772.6
217.15	217.2	0.55	35.95	0.31	0.52	2.38	3.35	82.69	23.46	772.6	772.8
217.2	217.25	5.71	22.34	3.91	0.41	2.55	16.27	102.24	366.57	772.8	773.0
217.25	217.3	13.49	9.56	2.96	9.97	31.95	72.43	50.13	799.77	773.0	773.3
217.3	217.35	11.12	1.68	0.99	1.73	2.66	23.23	58.42	342.39	773.3	773.5
217.35	217.4	0.72	3.22	1.15	0.62	3.19	2.55	62.03	91.16	773.5	773.8
217.4	217.45	3.92	4.35	1.2	1.94	20.81	10.42	72.24	42.54	773.8	774.0
217.45	217.5	4.39	3.63	1.02	2.17	15.79	13.47	72.26	33.2	774.0	774.3
222.9	222.93	2.42	8.39	0.93	1	12.44	9.2	83.41	28.51	799.2	799.3
222.93	222.97	8.44	7.97	1.52	2.93	7.52	18.98	73.12	31.36	799.3	799.5
222.97	223	12.32	6.19	0.93	1.82	2.64	22.09	54.47	16.14	799.5	799.6
223	223.03	1.49	30.85	2.88	0.4	1.56	3.55	50.72	28.98	799.6	799.8
223.03	223.07	1.55	215.06	1.23	1.95	13.22	15.85	71.07	34.57	799.8	800.0
223.07	223.1	0.57	56.75	1.21	0.36	1.49	7.22	146.47	33.61	800.0	800.1
223.1	223.13	2.58	8.77	1.54	3.01	20.25	11.67	87.18	55.04	800.1	800.2
223.13	223.17	1.86	3.24	0.65	1.31	8.06	7.5	76.99	16.49	800.2	800.3
223.17	224	6.45	3.19	0.9	1.92	11.98	15.73	75.77	24.74	800.3	803.8
228.9	228.93	1.16	12.08	1.29	2.99	10.29	9.98	81.32	41.6	824.0	824.1
228.93	228.97	12.76	5.14	2.45	2.51	20.18	24.62	68.93	45.82	824.1	824.3
228.97	229	0.45	109.42	0.79	0.38	1.75	4.42	126.74	27.14	824.3	824.4
229	229.03	2.27	16.77	1.39	0.69	3.57	7.87	54.9	17.98	824.4	824.5
229.03	229.07	0.82	151.35	999999	0.44	1.97	2.72	43.46	19.3	824.5	824.6
229.07	229.1	11.77	2.44	1.37	4.06	6.77	20.95	48.91	30.65	824.6	824.7
229.1	229.13	0.47	3.37	0.61	0.3	0.97	5.68	103.11	17.92	824.7	824.8
229.13	229.17	1.08	5.29	0.68	1.39	2.72	11.8	116.1	24.92	824.8	825.0
229.17	229.2	2.89	26.87	1.04	1.48	18.43	10.98	147.55	44.09	825.0	825.1
233.7	233.75	4.86	2.06	0.58	0.84	2.09	94.88	80.35	75.68	844.4	844.7
233.75	233.8	0.56	7.95	0.75	0.2	0.4	4.23	80.06	61.1	844.7	844.9
233.8	233.85	0.52	7.88	0.96	0.72	3.99	7.35	91.41	95.21	844.9	845.1
233.85	233.9	10.49	4.4	1.38	3.53	10.69	20.82	77.02	221.32	845.1	845.4
233.9	233.95	15.12	1.46	0.82	2.48	2.23	31.52	45.74	350.05	845.4	845.6
233.95	234	6.7	2.36	0.98	1.21	2.52	13.82	63.32	239.48	845.6	845.9
234	234.05	3.04	2.6	1.97	999999	2.57	8.36	90.54	154.25	845.9	846.1
234.05	234.1	4.18	9.4	2.94	1.89	6.37	12.24	114.64	130.57	846.1	846.3
234.1	234.15	13.04	5.13	1.32	4.26	16.11	26.02	88.94	111.16	846.3	846.5
234.15	234.2	6.11	1.29	0.56	1	2.68	19.73	59.44	79.34	846.5	846.7
242.7	242.72	5.1	5.26	0.92	1.38	8.4	10.36	80.94	32.16	885.0	885.1
242.72	242.74	4.87	5.46	0.99	0.8	9.28	11.28	79.99	29.55	885.1	885.2
242.74	242.76	4.38	2.31	0.91	1.33	6.39	9.27	69.6	35.3	885.2	885.3
242.76	242.78	2.64	2.61	0.68	0.77	4.91	5.74	69.61	33.51	885.3	885.4
242.78	242.8	1.06	1.99	0.44	0.34	1.46	2.87	69.18	18.18	885.4	885.5
242.8	242.82	1.55	3.13	0.6	0.64	4	3.06	68.85	23.13	885.5	885.6
242.82	242.84	1.05	3.15	0.48	0.96	3.38	3.78	66.71	23.75	885.6	885.7
242.84	242.86	0.31	6.99	0.48	2.14	13.11	5.9	82.41	36.86	885.7	885.8
242.86	242.88	1.41	5.65	1.23	3.23	22.8	10.61	89.03	46.23	885.8	885.9
242.88	242.9	17.88	14.37	3.29	6.77	51.36	23.92	168.09	78.41	885.9	886.0
242.9	242.928	6.62	24.41	2.34	4.59	32.72	15.9	137.97	61.68	886.0	886.1
242.928	242.956	15.19	1.87	0.94	4.53	11.5	27.6	73.9	42.16	886.1	886.2
242.956	242.984	17.8	1.79	1.24	2.78	6.79	33.04	60.84	29.58	886.2	886.3
242.984	243.012	7.85	2.52	1.25	1.51	8.21	16.33	64.1	27.74	886.3	886.4
243.012	243.04	2.88	2.29	0.67	0.78	2.55	6.02	75.85	23.39	886.4	886.5
243.04	243.068	0.52	6.62	0.85	0.63	2.59	7.94	88.96	39.66	886.5	886.6
243.068	243.096	1.72	9.44	1.29	2.65	11.76	16.88	93.34	63.25	886.6	886.7
243.096	243.124	2.99	3.06	0.68	2	11.38	8.57	86.65	40.64	886.7	886.8
243.124	243.152	20.96	1.37	1.23	3.69	7.64	36.83	60.42	31.77	886.8	886.9
243.152	243.18	27.1	1.4	1.41	2.2	9.79	45.63	49.17	29.76	886.9	887.0
243.18	243.211	11.6	2.18	0.85	2.3	4.09	20.72	49.92	21.06	887.0	887.1
243.211	243.242	1.74	1.78	0.55	0.5	1.44	4.49	54.24	13.89	887.1	887.2
243.242	243.273	0.95	3.99	0.79	0.46	2.67	4.21	69.82	22.76	887.2	887.3
243.273	243.304	0.59	4.44	0.9	0.31	0.95	6.41	71.23	60.04	887.3	887.4
243.304	243.335	1.53	5.66	0.83	2.79	10.63	11.37	81.23	56.51	887.4	887.5
243.335	243.366	5.86	2.52	0.74	1.03	17.41	9.42	81.14	42.66	887.5	887.6
243.366	243.397	7.03	1.79	0.72	2	2.45	15.41	61.72	23.36	887.6	887.7
243.397	243.428	4.24	1.87	0.73	0.87	1.97	8.93	59.72	20.89	887.7	887.8
243.428	243.459	0.77	4.72	1.06	0.36	1.39	2.36	86.39	20.53	887.8	887.9
243.459	243.5	1.31	7.43	1.04	1.27	6.52	12.63	109.5	42.4	887.9	888.0
246	246.033	4.52	3.28	0.98	0.78	1.96	7.79	44.54	21.32	898.3	898.4
246.033	246.067	4.94	2.39	0.56	0.77	0.92	10.47	42.36	26.16	898.4	898.5
246.067	246.1	2.11	2.28	0.39	0.48	2.77	4.64	51.93	21.23	898.5	898.6
246.1	246.133	0.69	4.27	0.68	0.37	1.83	5	74.85	27.55	898.6	898.7
246.133	246.167	1.16	4.71	0.56	0.95	4.25	6.53	83.41	32.9	898.7	898.8
246.167	246.2	22.42	4.44	2.98	8.04	28.46	45.09	56.62	138.78	898.8	898.9
246.2	246.233	5.78	1.55	0.67	1.3	4.71	11.3	68.03	21.54	898.9	899.0
246.233	246.266	9.12	3.97	1.29	2.42	9.16	15.3	52.43	49.11	899.0	899.1
246.266	246.3	2.12	2.01	0.44	0.3	0.36	4.38	51.68	16.66	899.1	899.4
246.3	246.333	0.78	2.61	0.73	0.71	2.9	2.78	72.52	30.17	899.4	899.6
246.333	246.366	0.5	5.63	0.81	0.39	1.42	4.82	93.96	25.48	899.6	899.8
246.366	246.4	5.29	4.47	1.04	3.17	14.84	12.87	91.33	60.38	899.8	900.1
246.4	246.433	5.63	1.78	0.41	0.92	1.93	10.43	70.58	34.25	900.1	900.4
246.433	246.466	1	4.63	1.13	0.14	0.48	4.18	72.41	21.22	900.4	900.6
246.466	246.5	1.21	4.53	1.28	0.25	0.58	9.64	74.76	22.93	900.6	900.9
252.7	252.73	0.51	6.1	1.15	0.06	0.08	2.09	48.16	15.91	927.8	927.9
252.73	252.77	0.77	79.4	0.56	0.53	2.78	14.5	164.78	35.06	927.9	928.1
252.77	252.8	1.46	11.99	1.6	3.72	14.52	9.73	61.88	32.97	928.1	928.2
252.8	252.83	11.72	7.26	1.97	5.16	37.25	14.79	83.65	45.95	928.2	928.3
252.83	252.87	5.82	4.27	0.9	2.89	18.26	10.89	60.18	32.93	928.3	928.4
252.87	252.9	9.41	2.88	0.89	2.41	4.99	18.19	50.76	22.39	928.4	928.5
252.9	252.93	11.67	4.54	1.03	1.78	3.43	21.33	39.2	20.67	928.5	928.6
252.93	252.97	0.83	72.84	999999	0.3	1.1	2.03	53.01	19.62	928.6	928.8
252.97	253	0.69	74	999999	0.32	1.67	0.92	47.62	47.52	928.8	928.9
272.2	272.25	0.84	9.37	0.72	0.08	3.44	5.41	78.14	121.99	1011.3	1011.4
272.25	272.3	3.04	5.44	1.22	4.66	17.2	13.75	115.39	156.59	1011.4	1011.5
272.3	272.35	7.21	3.1	1.33	2.05	6.22	201.28	58.42	223.29	1011.5	1011.7
272.35	272.4	12.32	1.96	1.3	1.65	1.78	326.52	26.44	290.87	1011.7	1011.8
272.4	272.45	1.47	2.21	0.08	0.64	2.84	15.91	84.89	519.31	1011.8	1011.9
272.45	272.5	1.04	3.19	0.53	1.49	5.94	8.92	89.93	298.58	1011.9	1012.1
272.5	272.55	4.22	3.48	0.9	3.49	15.64	8.76	94.69	67.28	1012.1	1012.4
272.55	272.6	8.52	2.08	0.94	1.65	5.98	17.4	62.95	42.06	1012.4	1012.6
272.6	272.65	6.02	2.05	0.96	999999	2.38	12.94	50.89	27.96	1012.6	1012.9
272.65	272.7	0.86	6.68	0.76	0.04	6.14	6.26	66.6	47.67	1012.9	1013.1
275.6	275.626	0.42	2.93	0.41	0.35	1.38	5.64	67.98	25.35	1026.0	1026.1
275.626	275.652	1.38	3.94	0.7	1.86	10.55	12.21	72.89	48.23	1026.1	1026.2
275.652	275.678	0.69	2.8	0.52	1.7	4.61	3.97	75.2	19.55	1026.2	1026.3
275.678	275.704	2.94	3.21	0.73	0.84	10.22	5.91	68.99	25.45	1026.3	1026.4
275.704	275.73	3.15	3.52	0.76	1.86	11.44	6.67	61.09	35.78	1026.4	1026.5
275.73	275.756	26.6	1.87	1.36	3.2	3.86	46.73	41.06	28.18	1026.5	1026.6
275.756	275.782	14.34	2.46	1.21	1.84	1.83	27.91	49.33	21.74	1026.6	1026.7
275.782	275.808	4.49	3.11	1.35	0.91	2.67	9.93	58.18	21.92	1026.7	1026.8
275.808	275.834	1.97	2.05	0.52	0.72	2.39	3.92	63.13	24.63	1026.8	1026.9
275.834	275.86	0.73	2.62	0.4	0.34	1.03	4.95	69.25	24.6	1026.9	1027.0
275.86	275.883	0.58	1.97	0.42	2.89	2.27	7.86	78.57	24.43	1027.0	1027.1
275.883	275.906	5.39	3.51	0.77	1.06	21.33	25.44	73.15	54.74	1027.1	1027.2
275.906	275.929	3.35	3.55	0.81	1.74	16.63	19.81	75.6	37	1027.2	1027.3
275.929	275.952	4.92	3.34	1.11	1.71	18.09	20.48	75.63	41.4	1027.3	1027.4
275.952	275.975	4.5	3	0.65	1.78	6.27	13.35	78.3	21.91	1027.4	1027.5
275.975	275.998	5.07	2.22	0.77	1.68	6.75	9.27	73.74	31.43	1027.5	1027.6
275.998	276.021	10.62	2.18	1.22	1.66	2.44	24.32	57.69	32.1	1027.6	1027.7
276.021	276.044	1.26	1.8	0.94	0.59	1.97	4.73	62.82	28.2	1027.7	1027.8
276.044	276.067	0.41	3.02	0.45	0.23	1.05	2.14	63.47	19.37	1027.8	1027.9
276.067	276.09	0.98	2.4	0.4	0.34	0.63	4.25	57.98	21.48	1027.9	1028.0
276.09	276.111	0.47	2.73	0.56	0.54	1.47	6.1	59.94	25.39	1028.0	1028.1
276.111	276.132	1.42	4.88	0.87	1.42	5.85	14.69	58.38	35.3	1028.1	1028.2
276.132	276.153	3.15	3.64	1.02	3.38	18.36	15.71	60.42	54.25	1028.2	1028.3
276.153	276.174	23.9	2.34	1.36	3.2	10.99	40.52	49.65	37.39	1028.3	1028.4
276.174	276.195	6.44	2.42	0.5	2.76	1.98	13.05	40.7	19.12	1028.4	1028.5
276.195	276.216	0.83	1.05	0.4	0.2	0.38	1.48	35.29	8.69	1028.5	1028.6
276.216	276.237	0.76	1.42	0.35	0.08	0.16	0.96	37.8	12.12	1028.6	1028.7
276.237	276.258	0.74	1.71	0.79	0.37	1.16	1.53	49.87	21.78	1028.7	1028.8
276.258	276.279	0.25	0.95	0.41	0.06	0.46	2.11	64.13	16.78	1028.8	1028.9
276.279	276.3	0.73	4.81	0.65	0.51	2.47	10.6	74.5	24.29	1028.9	1029.0
285.4	285.45	1.92	2.3	0.28	999999	8.69	7.87	73.09	38.8	1069.9	1070.1
285.45	285.5	4.78	2.2	0.9	1.62	7.62	9	71.85	46.09	1070.1	1070.3
285.5	285.55	2.54	2.88	1.51	0.48	2.43	7.28	105.68	29.95	1070.3	1070.4
285.55	285.6	1.14	9.01	1.36	0.69	4.13	18.68	140.06	39.88	1070.4	1070.6
285.6	285.65	15.41	10.72	3.27	3.84	28.18	149.5	56.25	97.32	1070.6	1070.8
285.65	285.7	11.38	1.56	1	2.38	7.62	28.18	94.56	32.53	1070.8	1071.0
285.7	285.75	2.67	1.79	0.61	0.56	2.65	6.89	68.16	35.51	1071.0	1071.1
285.75	285.8	0.98	8.92	1.28	0.45	4.2	19.59	86.14	75.87	1071.1	1071.3
285.8	285.85	4.28	3.74	0.92	3.14	14.09	15.7	98.06	54.85	1071.3	1071.4
285.85	285.9	8.29	1.49	0.73	2.32	16.73	16.43	73.37	38.15	1071.4	1071.6
286.2	286.25	1.28	5.84	1	0.75	3.51	6.82	81.58	65.89	1072.6	1072.8
286.25	286.3	7.69	3.54	0.97	3.77	15.26	18.01	83.18	151.46	1072.8	1073.0
286.3	286.35	16.29	0.7	1.22	10.43	26.43	70.54	75.82	224.95	1073.0	1073.2
286.35	286.4	2.99	1.52	1.37	1.24	6.13	77.63	51.33	102.54	1073.2	1073.4
286.4	286.45	0.52	4.56	0.49	0.22	1.77	3.94	76.56	32.41	1073.4	1073.6
286.45	286.5	4.69	7	1	2.44	8.69	16.63	99.7	44.12	1073.6	1073.8
286.5	286.55	10.68	3.34	0.94	2.84	13.37	26.76	105.04	41.32	1073.8	1074.0
286.55	286.6	3.41	1.22	0.4	0.74	4.94	10.43	102.68	21.63	1074.0	1074.4
290.4	290.43	1.06	6.42	0.64	0.24	0.73	6.89	64.74	42.28	1091.4	1091.5
290.43	290.47	10.75	4.96	1.3	3.55	10.7	20.78	61.75	70.23	1091.5	1091.6
290.47	290.5	2.05	35.24	1.09	0.69	2.71	5.74	72.14	39.86	1091.6	1091.7
290.5	290.53	0.74	83.38	999999	0.75	4.08	5.65	137.47	38.7	1091.7	1091.8
290.53	290.57	0.52	8.24	0.92	0.32	1.08	10.33	97.18	30.22	1091.8	1092.0
290.57	290.6	2.48	10.77	1.53	3.29	14.49	17.13	125.14	56.47	1092.0	1092.1
290.6	290.63	13.5	10.47	2.26	4.82	19.17	26.58	111.79	86.31	1092.1	1092.3
290.63	290.67	6.68	2.39	0.95	1.41	4.49	13.86	87.67	45.2	1092.3	1092.6
290.67	290.7	2.92	5.43	1.25	1.31	5.03	9.82	87.28	61.54	1092.6	1092.8
291.1	291.15	0.61	4.34	0.56	0.4	2.73	13.04	71.81	67.5	1094.7	1094.9
291.15	291.2	2.25	3.89	0.62	2.18	12.72	12.82	72.95	68.18	1094.9	1095.1
