Depth (m)	Accum (m ice)	Conf.	Age (yr B.P.)

693.14	0.271	1.5	3138
693.31	0.236	1.5	3139
693.53	0.306	1.5	3140
693.70	0.243	1.5	3141
693.87	0.236	0.0	3142
694.03	0.222	2.5	3143
694.26	0.320	2.5	3144
694.49	0.320	2.5	3145
694.70	0.292	1.5	3146
694.91	0.292	1.5	3147
695.11	0.278	1.5	3148
695.31	0.278	2.5	3149
695.48	0.237	2.5	3150
695.66	0.244	1.5	3151
695.85	0.272	1.5	3152
695.98	0.181	1.5	3153
696.12	0.188	2.5	3154
696.27	0.216	2.5	3155
696.43	0.216	1.0	3156
696.59	0.220	0.0	3157
696.74	0.220	0.0	3158
696.90	0.220	0.0	3159
697.06	0.220	0.0	3160
697.22	0.220	0.0	3161
697.37	0.220	0.0	3162
697.53	0.220	0.0	3163
697.69	0.220	0.0	3164
697.85	0.220	0.0	3165
698.01	0.221	0.0	3166
698.16	0.221	0.0	3167
698.32	0.221	0.0	3168
698.48	0.221	0.0	3169
698.64	0.221	1.0	3170
698.76	0.175	1.0	3171
698.97	0.286	1.0	3172
699.17	0.279	1.5	3173
699.35	0.252	2.5	3174
699.53	0.252	2.5	3175
699.68	0.217	2.5	3176
699.83	0.210	1.5	3177
700.05	0.308	1.5	3178
700.20	0.210	2.5	3179
700.34	0.196	2.5	3180
700.48	0.196	1.0	3181
700.66	0.252	0.0	3182
700.85	0.266	0.0	3183
701.04	0.266	1.0	3184
701.22	0.252	2.5	3185
701.42	0.280	2.5	3186
701.61	0.266	2.5	3187
701.82	0.287	2.5	3188
701.97	0.217	2.5	3189
702.16	0.266	0.0	3190
702.36	0.280	2.5	3191
702.53	0.231	2.5	3192
702.70	0.246	2.5	3193
702.90	0.274	2.5	3194
703.10	0.281	2.5	3195
703.32	0.309	2.5	3196
703.49	0.246	2.5	3197
703.67	0.253	1.0	3198
703.80	0.183	1.0	3199
703.93	0.176	1.5	3200
704.15	0.309	2.5	3201
704.38	0.323	2.5	3202
704.55	0.246	2.5	3203
704.74	0.260	2.5	3204
704.89	0.211	2.5	3205
705.03	0.204	2.5	3206
705.18	0.204	2.5	3207
705.37	0.267	1.5	3208
705.55	0.253	1.5	3209
705.73	0.260	2.5	3210
705.87	0.197	2.5	3211
706.08	0.296	2.5	3212
706.30	0.310	2.5	3213
706.53	0.324	1.0	3214
706.68	0.211	1.0	3215
706.84	0.225	0.0	3216
707.00	0.226	0.0	3217
707.16	0.226	0.0	3218
707.32	0.226	0.0	3219
707.47	0.212	0.0	3220
707.63	0.226	0.0	3221
707.78	0.212	2.5	3222
707.93	0.212	2.5	3223
708.04	0.155	1.5	3224
708.17	0.183	2.5	3225
708.37	0.282	2.5	3226
708.58	0.289	2.5	3227
708.74	0.226	2.5	3228
708.88	0.198	2.5	3229
709.00	0.177	0.0	3230
709.15	0.205	1.5	3231
709.28	0.191	1.5	3232
709.51	0.318	1.5	3233
709.70	0.276	2.5	3234
709.89	0.269	2.5	3235
710.06	0.233	1.5	3236
710.24	0.255	1.5	3237
710.40	0.226	1.5	3238
710.57	0.248	1.5	3239
710.76	0.269	1.5	3240
710.89	0.184	1.5	3241
711.07	0.255	2.5	3242
711.24	0.241	1.5	3243
711.40	0.220	1.5	3244
711.58	0.262	1.5	3245
711.78	0.283	1.5	3246
711.93	0.206	1.5	3247
712.08	0.220	2.5	3248
712.20	0.170	1.0	3249
712.34	0.191	2.0	3250
712.52	0.255	2.0	3251
712.68	0.227	2.0	3252
712.89	0.298	2.0	3253
713.05	0.236	0.0	3254
713.22	0.237	0.0	3255
713.39	0.236	0.0	3256
713.55	0.236	2.0	3257
713.76	0.298	2.0	3258
713.91	0.213	2.0	3259
714.05	0.199	1.0	3260
714.24	0.270	2.0	3261
714.38	0.192	2.0	3262
714.57	0.277	2.0	3263
714.74	0.241	1.0	3264
714.94	0.277	1.0	3265
715.14	0.284	1.0	3266
715.33	0.277	1.0	3267
715.55	0.312	1.0	3268
715.72	0.234	1.0	3269
715.86	0.199	1.0	3270
716.05	0.277	1.0	3271
716.24	0.263	1.0	3272
716.42	0.263	2.0	3273
716.58	0.227	2.0	3274
716.72	0.199	1.0	3275
716.86	0.199	1.0	3276
717.03	0.234	3.0	3277
717.17	0.199	3.0	3278
717.32	0.220	0.0	3279
717.48	0.220	1.0	3280
717.62	0.199	1.0	3281
717.78	0.227	1.0	3282
717.95	0.249	1.0	3283
718.10	0.206	1.0	3284
718.23	0.192	1.0	3285
718.39	0.220	1.0	3286
718.56	0.249	1.5	3287
718.71	0.213	1.5	3288
718.86	0.213	1.5	3289
719.05	0.263	1.5	3290
719.15	0.149	1.0	3291
719.26	0.156	1.5	3292
719.43	0.235	1.5	3293
719.58	0.220	1.5	3294
719.75	0.242	1.5	3295
719.89	0.192	1.5	3296
720.06	0.242	2.5	3297
720.23	0.249	1.0	3298
720.41	0.256	1.0	3299
720.62	0.299	1.0	3300
720.79	0.242	1.0	3301
720.94	0.213	1.0	3302
721.06	0.171	1.5	3303
721.23	0.242	1.5	3304
721.42	0.263	1.5	3305
721.60	0.256	2.5	3306
721.78	0.256	2.5	3307
721.89	0.164	2.5	3308
722.12	0.320	2.5	3309
722.29	0.249	2.5	3310
722.45	0.228	2.5	3311
722.63	0.256	2.5	3312
722.77	0.199	1.5	3313
722.91	0.199	1.5	3314
723.05	0.192	2.5	3315
723.19	0.199	2.5	3316
723.36	0.239	0.0	3317
723.52	0.239	0.0	3318
723.69	0.239	0.0	3319
723.86	0.239	0.0	3320
724.03	0.239	1.5	3321
724.23	0.285	2.5	3322
724.40	0.249	3.0	3323
724.57	0.242	2.5	3324
724.76	0.271	1.5	3325
724.89	0.178	1.5	3326
725.02	0.192	1.5	3327
725.22	0.278	2.5	3328
725.44	0.313	2.5	3329
725.58	0.199	2.5	3330
725.73	0.221	2.5	3331
725.93	0.285	2.5	3332
726.11	0.249	2.5	3333
726.32	0.299	1.5	3334
726.50	0.256	1.5	3335
726.64	0.199	1.5	3336
726.85	0.306	1.5	3337
727.02	0.235	1.5	3338
727.22	0.292	1.5	3339
727.41	0.271	1.5	3340
727.59	0.257	2.5	3341
727.76	0.242	2.5	3342
727.91	0.207	2.5	3343
728.04	0.192	1.5	3344
728.23	0.271	1.5	3345
728.39	0.228	2.5	3346
728.60	0.299	2.5	3347
728.73	0.185	1.5	3348
728.86	0.185	1.5	3349
728.99	0.188	0.0	3350
729.13	0.190	2.5	3351
729.31	0.257	2.5	3352
729.43	0.178	2.5	3353
729.64	0.292	2.5	3354
729.81	0.242	2.5	3355
729.99	0.264	2.5	3356
730.20	0.292	2.5	3357
730.36	0.228	2.5	3358
730.56	0.285	3.0	3359
730.70	0.207	2.5	3360
730.87	0.243	2.5	3361
731.03	0.228	1.5	3362
731.23	0.278	1.5	3363
731.33	0.150	1.5	3364
731.49	0.221	1.5	3365
731.66	0.245	0.0	3366
731.83	0.245	0.0	3367
732.00	0.388	0.0	3368
732.18	0.246	0.0	3369
732.35	0.246	0.0	3370
732.52	0.247	0.0	3371
732.69	0.246	0.0	3372
732.86	0.246	0.0	3373
733.04	0.246	0.0	3374
733.21	0.246	0.0	3375
733.38	0.246	0.0	3376
733.55	0.250	2.5	3377
733.75	0.278	2.5	3378
733.92	0.243	2.5	3379
734.07	0.214	2.5	3380
734.25	0.257	2.5	3381
734.42	0.243	2.5	3382
734.64	0.321	2.5	3383
734.78	0.200	2.5	3384
734.97	0.271	2.5	3385
735.14	0.243	2.5	3386
735.32	0.250	1.5	3387
735.48	0.236	2.5	3388
735.65	0.243	3.0	3389
735.87	0.307	1.5	3390
736.03	0.236	1.5	3391
736.21	0.257	1.5	3392
736.39	0.250	1.5	3393
736.54	0.222	1.5	3394
736.70	0.222	1.5	3395
736.86	0.236	1.5	3396
737.04	0.250	1.5	3397
737.24	0.286	1.5	3398
737.41	0.250	2.5	3399
737.59	0.257	2.5	3400
737.75	0.229	2.5	3401
737.90	0.207	1.5	3402
738.02	0.172	1.5	3403
738.24	0.315	2.5	3404
738.43	0.272	2.5	3405
738.59	0.229	2.5	3406
738.72	0.186	1.5	3407
738.87	0.225	0.0	3408
739.03	0.226	2.5	3409
739.22	0.272	2.5	3410
739.40	0.258	2.5	3411
739.57	0.236	2.5	3412
739.71	0.207	2.5	3413
739.86	0.215	2.5	3414
739.98	0.165	1.5	3415
740.11	0.193	1.5	3416
740.29	0.258	1.5	3417
740.47	0.258	1.5	3418
740.61	0.200	1.5	3419
740.80	0.272	1.5	3420
740.96	0.229	1.5	3421
741.05	0.129	1.0	3422
741.25	0.286	1.5	3423
741.43	0.258	1.5	3424
741.60	0.239	0.0	3425
741.77	0.239	0.0	3426
741.93	0.238	0.0	3427
742.10	0.239	0.0	3428
742.27	0.239	0.0	3429
742.43	0.239	0.0	3430
742.60	0.238	0.0	3431
742.77	0.239	0.0	3432
742.93	0.239	0.0	3433
743.10	0.239	0.0	3434
743.27	0.239	0.0	3435
743.43	0.238	0.0	3436
743.60	0.239	0.0	3437
743.77	0.239	0.0	3438
743.93	0.239	0.0	3439
744.10	0.238	0.0	3440
744.27	0.239	0.0	3441
744.43	0.239	0.0	3442
744.60	0.239	0.0	3443
744.77	0.238	0.0	3444
744.93	0.239	0.0	3445
745.10	0.239	0.0	3446
745.27	0.239	0.0	3447
745.43	0.238	0.0	3448
745.60	0.239	0.0	3449
745.77	0.239	0.0	3450
745.93	0.238	0.0	3451
746.10	0.241	0.0	3452
746.27	0.238	0.0	3453
746.44	0.239	0.0	3454
746.60	0.239	1.5	3455
746.75	0.208	1.5	3456
746.92	0.251	1.5	3457
747.07	0.208	1.5	3458
747.22	0.222	1.5	3459
747.42	0.280	1.5	3460
747.59	0.244	2.5	3461
747.73	0.208	2.5	3462
747.92	0.265	2.5	3463
748.04	0.179	1.5	3464
748.23	0.273	1.5	3465
748.44	0.294	3.0	3466
748.58	0.201	2.5	3467
748.73	0.222	2.5	3468
748.91	0.251	2.5	3469
749.09	0.258	1.5	3470
749.28	0.280	1.5	3471
749.45	0.237	1.5	3472
749.62	0.244	1.5	3473
749.76	0.208	1.5	3474
749.90	0.194	1.5	3475
750.01	0.165	2.5	3476
750.18	0.237	2.5	3477
750.32	0.208	1.5	3478
750.50	0.258	1.5	3479
750.68	0.251	1.5	3480
750.84	0.237	1.5	3481
751.01	0.244	2.5	3482
751.25	0.338	2.5	3483
751.39	0.201	2.5	3484
751.55	0.237	2.5	3485
751.76	0.294	2.5	3486
751.95	0.280	2.5	3487
752.13	0.251	2.5	3488
752.25	0.180	2.5	3489
752.47	0.309	2.5	3490
752.67	0.287	2.5	3491
752.82	0.223	2.5	3492
752.95	0.180	2.5	3493
753.12	0.251	2.5	3494
753.25	0.187	1.5	3495
753.42	0.237	1.5	3496
753.57	0.216	1.5	3497
753.72	0.216	2.5	3498
753.91	0.273	0.0	3499
754.10	0.273	0.0	3500
754.29	0.273	2.5	3501
754.47	0.266	2.5	3502
754.63	0.230	2.5	3503
754.81	0.259	2.5	3504
754.98	0.237	2.5	3505
755.14	0.237	2.5	3506
755.30	0.227	0.0	3507
755.46	0.227	0.0	3508
755.62	0.227	0.0	3509
755.77	0.227	0.0	3510
755.93	0.227	2.5	3511
756.11	0.252	2.5	3512
756.29	0.266	2.5	3513
756.49	0.288	2.5	3514
756.62	0.187	2.5	3515
756.83	0.302	2.5	3516
757.00	0.245	2.5	3517
757.21	0.295	1.5	3518
757.43	0.324	1.5	3519
757.57	0.194	1.5	3520
757.70	0.194	1.5	3521
757.91	0.302	1.5	3522
758.10	0.266	1.0	3523
758.27	0.245	1.0	3524
758.46	0.281	1.0	3525
758.62	0.230	1.0	3526
758.77	0.209	1.0	3527
758.96	0.274	1.0	3528
759.15	0.274	1.0	3529
759.29	0.202	1.0	3530
759.47	0.259	1.0	3531
759.67	0.288	1.0	3532
759.78	0.166	1.0	3533
759.94	0.223	1.0	3534
760.06	0.180	1.5	3535
760.21	0.209	1.5	3536
760.36	0.216	1.5	3537
760.50	0.202	1.5	3538
760.67	0.245	1.5	3539
760.87	0.288	1.5	3540
761.04	0.245	1.5	3541
761.23	0.281	1.5	3542
761.38	0.209	0.0	3543
761.52	0.209	0.0	3544
761.67	0.209	1.0	3545
761.84	0.253	1.5	3546
762.01	0.238	1.5	3547
762.21	0.289	1.5	3548
762.40	0.281	1.0	3549
762.57	0.238	1.0	3550
762.72	0.217	1.0	3551
762.91	0.282	1.0	3552
763.02	0.159	2.5	3553
763.19	0.245	2.5	3554
763.34	0.209	2.5	3555
763.53	0.282	2.5	3556
763.69	0.231	1.5	3557
763.86	0.238	2.5	3558
764.04	0.260	1.5	3559
764.18	0.209	2.5	3560
764.33	0.217	2.5	3561
764.46	0.181	1.5	3562
764.65	0.282	1.5	3563
764.82	0.238	1.5	3564
765.01	0.282	2.5	3565
765.19	0.260	2.5	3566
765.37	0.260	2.5	3567
765.51	0.202	2.5	3568
765.71	0.282	2.5	3569
765.84	0.195	2.5	3570
765.98	0.202	2.5	3571
766.16	0.260	2.5	3572
766.38	0.318	2.5	3573
766.52	0.203	2.5	3574
766.70	0.253	2.5	3575
766.86	0.232	2.5	3576
767.04	0.260	2.5	3577
767.22	0.268	2.5	3578
767.44	0.311	2.5	3579
767.65	0.311	1.5	3580
767.83	0.261	2.5	3581
768.00	0.246	2.5	3582
768.21	0.297	2.5	3583
768.42	0.311	2.5	3584
768.56	0.203	2.5	3585
768.74	0.261	2.5	3586
768.91	0.246	1.0	3587
769.08	0.240	0.0	3588
769.24	0.241	0.0	3589
769.41	0.241	0.0	3590
769.58	0.242	0.0	3591
769.74	0.241	0.0	3592
769.91	0.241	0.0	3593
770.08	0.241	0.0	3594
770.24	0.241	0.0	3595
770.41	0.241	0.0	3596
770.57	0.242	0.0	3597
770.74	0.241	0.0	3598
770.95	0.307	2.5	3599
771.07	0.174	2.5	3600
771.25	0.261	2.5	3601
771.45	0.283	2.5	3602
771.65	0.297	2.5	3603
771.79	0.203	2.5	3604
772.00	0.297	2.5	3605
772.15	0.225	2.5	3606
772.30	0.218	2.5	3607
772.47	0.247	2.5	3608
772.66	0.276	1.5	3609
772.77	0.152	1.0	3610
772.90	0.189	1.5	3611
773.04	0.203	1.0	3612
773.22	0.269	1.0	3613
773.43	0.298	1.0	3614
773.57	0.211	1.0	3615
773.67	0.145	1.0	3616
773.78	0.160	1.0	3617
773.96	0.254	1.0	3618
774.12	0.232	1.5	3619
774.22	0.153	1.5	3620
774.40	0.262	1.5	3621
774.58	0.262	1.5	3622
774.79	0.305	1.5	3623
774.96	0.247	1.5	3624
775.15	0.276	1.5	3625
775.31	0.233	1.5	3626
775.48	0.240	1.5	3627
775.65	0.247	1.5	3628
775.82	0.247	1.5	3629
775.94	0.182	1.5	3630
776.13	0.276	1.0	3631
776.31	0.262	1.0	3632
776.47	0.233	1.0	3633
776.65	0.262	1.0	3634
776.86	0.298	1.0	3635
776.99	0.196	1.0	3636
777.15	0.226	1.5	3637
777.31	0.240	2.5	3638
777.49	0.255	2.5	3639
777.65	0.240	1.5	3640
777.85	0.284	1.5	3641
777.96	0.167	2.5	3642
778.10	0.197	1.5	3643
778.26	0.233	2.5	3644
778.46	0.299	1.5	3645
778.62	0.233	1.5	3646
778.78	0.233	2.5	3647
778.97	0.277	1.5	3648
779.14	0.248	1.5	3649
779.33	0.277	1.0	3650
779.51	0.262	1.0	3651
779.70	0.277	2.5	3652
779.83	0.189	3.0	3653
779.99	0.233	2.5	3654
780.15	0.226	2.5	3655
780.30	0.226	2.5	3656
780.46	0.233	2.5	3657
780.63	0.248	2.5	3658
780.80	0.248	2.5	3659
780.94	0.204	2.5	3660
781.06	0.175	1.0	3661
781.23	0.241	1.0	3662
781.35	0.175	1.0	3663
781.51	0.241	2.5	3664
781.65	0.197	1.5	3665
781.80	0.226	1.5	3666
782.02	0.314	2.5	3667
782.18	0.241	2.5	3668
782.34	0.234	2.5	3669
782.49	0.219	1.5	3670
782.67	0.263	1.5	3671
782.86	0.270	1.5	3672
783.05	0.285	2.5	3673
783.24	0.277	2.5	3674
783.41	0.248	1.5	3675
783.58	0.241	2.5	3676
783.75	0.256	2.5	3677
783.92	0.248	2.5	3678
784.06	0.197	2.5	3679
784.25	0.285	2.5	3680
784.40	0.212	1.5	3681
784.60	0.300	1.5	3682
784.75	0.219	1.5	3683
784.93	0.263	2.5	3684
785.12	0.278	2.5	3685
785.32	0.292	2.5	3686
785.48	0.234	2.5	3687
785.68	0.293	2.5	3688
785.87	0.278	2.5	3689
786.05	0.263	2.5	3690
786.25	0.293	2.5	3691
786.43	0.256	2.5	3692
786.63	0.293	2.5	3693
786.77	0.212	2.5	3694
786.95	0.263	2.5	3695
787.11	0.234	1.0	3696
787.33	0.322	1.0	3697
787.48	0.220	1.0	3698
787.72	0.351	1.0	3699
787.88	0.234	1.0	3700
788.03	0.212	1.0	3701
788.20	0.256	1.0	3702
788.36	0.237	0.0	3703
788.53	0.236	0.0	3704
788.69	0.237	2.5	3705
788.88	0.278	2.5	3706
789.02	0.212	1.5	3707
789.16	0.205	1.5	3708
789.32	0.234	1.5	3709
789.47	0.213	1.5	3710
789.61	0.213	1.5	3711
789.77	0.235	1.5	3712
790.00	0.330	1.5	3713
790.19	0.286	2.5	3714
790.35	0.235	2.5	3715
790.54	0.271	2.5	3716
790.68	0.205	2.5	3717
790.84	0.235	2.5	3718
790.96	0.183	2.5	3719
791.15	0.279	2.5	3720
791.33	0.264	2.5	3721
791.49	0.235	2.5	3722
791.65	0.227	2.5	3723
791.84	0.286	2.5	3724
791.99	0.220	1.0	3725
792.14	0.220	2.5	3726
792.31	0.242	2.5	3727
792.47	0.242	2.5	3728
792.64	0.250	2.5	3729
792.79	0.220	2.5	3730
792.98	0.279	1.5	3731
793.15	0.250	1.5	3732
793.30	0.213	1.5	3733
793.45	0.220	1.5	3734
793.61	0.235	1.5	3735
793.78	0.257	1.5	3736
793.93	0.213	1.5	3737
794.08	0.220	1.5	3738
794.26	0.272	2.5	3739
794.42	0.235	2.5	3740
794.53	0.162	2.5	3741
794.72	0.272	2.5	3742
794.91	0.287	1.0	3743
795.07	0.235	1.5	3744
795.23	0.228	1.5	3745
795.37	0.213	1.5	3746
795.55	0.265	1.5	3747
795.79	0.346	1.5	3748
795.94	0.228	1.5	3749
796.10	0.235	1.5	3750
796.29	0.272	1.5	3751
796.47	0.272	1.5	3752
796.62	0.221	1.5	3753
796.81	0.280	1.5	3754
796.96	0.213	1.0	3755
797.19	0.346	1.5	3756
797.34	0.221	1.5	3757
797.48	0.206	1.5	3758
797.64	0.228	1.5	3759
797.84	0.295	2.5	3760
797.97	0.191	1.5	3761
798.14	0.258	2.5	3762
798.28	0.206	2.5	3763
798.46	0.265	2.5	3764
798.57	0.162	2.5	3765
798.76	0.280	2.5	3766
798.92	0.228	2.5	3767
799.07	0.228	1.5	3768
799.26	0.273	1.0	3769
799.42	0.236	1.5	3770
799.62	0.295	1.5	3771
799.75	0.199	1.5	3772
799.91	0.236	2.5	3773
800.12	0.302	1.5	3774
800.29	0.251	1.5	3775
800.45	0.236	1.5	3776
800.68	0.339	1.5	3777
800.82	0.207	1.5	3778
800.97	0.227	0.0	3779
801.13	0.229	0.0	3780
801.28	0.227	0.0	3781
801.44	0.229	0.0	3782
801.59	0.227	0.0	3783
801.74	0.227	0.0	3784
801.90	0.229	0.0	3785
802.05	0.227	1.5	3786
802.24	0.281	1.5	3787
802.46	0.317	1.5	3788
802.58	0.185	1.5	3789
802.77	0.281	1.5	3790
802.93	0.229	1.5	3791
803.11	0.266	1.5	3792
803.31	0.303	1.5	3793
803.53	0.318	1.5	3794
803.67	0.207	1.5	3795
803.84	0.259	1.5	3796
804.03	0.273	1.5	3797
804.18	0.229	1.5	3798
804.35	0.244	1.5	3799
804.55	0.296	1.5	3800
804.74	0.288	1.5	3801
804.89	0.222	1.5	3802
805.07	0.259	2.5	3803
805.17	0.155	1.0	3804
805.29	0.177	2.5	3805
805.45	0.237	2.5	3806
805.65	0.288	1.5	3807
805.82	0.259	1.5	3808
806.02	0.289	1.5	3809
806.20	0.274	1.5	3810
806.39	0.281	1.5	3811
806.55	0.229	1.5	3812
806.70	0.229	1.5	3813
806.91	0.304	1.5	3814
807.06	0.222	1.5	3815
807.24	0.274	1.5	3816
807.46	0.326	1.5	3817
807.58	0.178	1.5	3818
807.69	0.156	1.0	3819
807.83	0.207	1.5	3820
807.99	0.239	0.0	3821
808.15	0.237	0.0	3822
808.31	0.239	0.0	3823
808.47	0.239	0.0	3824
808.63	0.239	0.0	3825
808.79	0.237	0.0	3826
808.95	0.239	1.0	3827
809.06	0.156	2.5	3828
809.25	0.282	2.5	3829
809.39	0.215	1.5	3830
809.56	0.252	1.5	3831
809.71	0.222	1.5	3832
809.89	0.260	1.5	3833
810.09	0.304	1.5	3834
810.31	0.319	1.5	3835
810.46	0.230	1.5	3836
810.63	0.252	1.5	3837
810.82	0.275	1.5	3838
810.95	0.200	1.5	3839
811.12	0.252	1.5	3840
811.34	0.327	1.5	3841
811.48	0.208	1.5	3842
811.63	0.215	1.5	3843
811.76	0.200	1.5	3844
811.90	0.200	1.5	3845
812.01	0.171	1.5	3846
812.15	0.208	1.5	3847
812.32	0.247	0.0	3848
812.48	0.245	0.0	3849
812.65	0.245	0.0	3850
812.81	0.247	0.0	3851
812.98	0.247	0.0	3852
813.15	0.245	0.0	3853
813.31	0.245	0.0	3854
813.48	0.247	0.0	3855
813.64	0.247	0.0	3856
813.81	0.245	1.5	3857
813.97	0.245	1.5	3858
814.14	0.253	1.5	3859
814.33	0.283	1.5	3860
814.47	0.208	1.5	3861
814.61	0.208	1.5	3862
814.81	0.297	1.5	3863
814.97	0.238	1.5	3864
815.11	0.201	2.5	3865
815.30	0.290	2.5	3866
815.50	0.298	2.5	3867
815.68	0.268	1.5	3868
815.87	0.275	1.5	3869
816.03	0.246	2.5	3870
816.19	0.238	2.5	3871
816.37	0.268	2.5	3872
816.53	0.238	1.5	3873
816.70	0.253	1.5	3874
816.86	0.238	1.5	3875
817.00	0.201	1.5	3876
817.18	0.268	1.5	3877
817.35	0.253	1.5	3878
817.55	0.298	1.5	3879
817.67	0.186	1.5	3880
817.85	0.268	1.5	3881
818.03	0.261	1.5	3882
818.23	0.298	1.5	3883
818.37	0.209	1.5	3884
818.52	0.231	1.5	3885
818.67	0.216	1.0	3886
818.79	0.186	1.5	3887
818.93	0.201	1.5	3888
819.08	0.224	2.5	3889
819.27	0.291	2.5	3890
819.41	0.209	2.5	3891
819.60	0.283	1.5	3892
819.74	0.201	1.5	3893
819.93	0.283	1.5	3894
820.05	0.186	2.5	3895
820.21	0.239	2.5	3896
820.40	0.276	1.5	3897
820.54	0.209	1.5	3898
820.69	0.231	1.5	3899
820.83	0.201	1.5	3900
820.96	0.194	1.5	3901
821.13	0.254	1.5	3902
821.33	0.306	1.5	3903
821.51	0.269	1.5	3904
821.66	0.224	1.5	3905
821.84	0.269	1.5	3906
822.01	0.254	2.5	3907
822.18	0.246	1.0	3908
822.35	0.261	1.5	3909
822.50	0.224	2.5	3910
822.66	0.239	2.5	3911
822.84	0.261	2.5	3912
822.98	0.217	1.0	3913
823.14	0.242	0.0	3914
823.31	0.241	0.0	3915
823.47	0.242	0.0	3916
823.63	0.242	0.0	3917
823.79	0.241	0.0	3918
823.95	0.242	0.0	3919
824.11	0.242	0.0	3920
824.28	0.241	0.0	3921
824.44	0.242	0.0	3922
824.60	0.242	0.0	3923
824.76	0.241	0.0	3924
824.92	0.242	0.0	3925
825.08	0.242	0.0	3926
825.25	0.241	0.0	3927
825.41	0.242	1.5	3928
825.54	0.202	1.5	3929
825.66	0.172	1.5	3930
825.82	0.239	1.5	3931
825.96	0.217	1.5	3932
826.16	0.299	2.5	3933
826.35	0.277	2.5	3934
826.51	0.247	2.5	3935
826.69	0.262	2.5	3936
826.90	0.322	2.5	3937
827.08	0.270	1.5	3938
827.20	0.180	1.5	3939
827.31	0.165	1.5	3940
827.44	0.195	1.5	3941
827.66	0.322	1.5	3942
827.83	0.255	1.5	3943
827.98	0.232	1.5	3944
828.15	0.255	1.5	3945
828.32	0.255	1.5	3946
828.46	0.210	1.5	3947
828.63	0.255	1.5	3948
828.76	0.195	1.5	3949
828.96	0.292	1.5	3950
829.09	0.202	2.5	3951
829.23	0.210	2.5	3952
829.44	0.308	2.5	3953
829.64	0.300	2.5	3954
829.78	0.210	2.5	3955
829.89	0.165	2.5	3956
830.10	0.315	1.5	3957
830.21	0.165	2.5	3958
830.34	0.203	2.5	3959
830.49	0.215	0.0	3960
830.63	0.216	0.0	3961
830.77	0.215	1.0	3962
830.92	0.225	1.0	3963
831.02	0.143	2.5	3964
831.16	0.210	2.5	3965
831.32	0.248	2.5	3966
831.48	0.240	2.5	3967
831.65	0.248	3.0	3968
831.83	0.270	2.5	3969
831.99	0.248	2.5	3970
832.17	0.270	1.5	3971
832.31	0.210	2.5	3972
832.51	0.301	1.5	3973
832.67	0.233	1.5	3974
832.85	0.278	2.5	3975
833.00	0.218	2.5	3976
833.18	0.271	2.5	3977
833.36	0.271	2.5	3978
833.50	0.211	2.5	3979
833.64	0.218	1.0	3980
833.77	0.196	1.5	3981
833.94	0.256	2.5	3982
834.08	0.211	2.5	3983
834.24	0.241	1.5	3984
834.44	0.301	1.5	3985
834.60	0.233	2.5	3986
834.75	0.226	2.5	3987
834.91	0.248	2.5	3988
835.06	0.218	2.5	3989
835.20	0.218	2.5	3990
835.40	0.301	2.5	3991
835.55	0.218	2.5	3992
835.68	0.203	2.5	3993
835.81	0.196	1.5	3994
835.96	0.226	2.5	3995
836.10	0.211	2.5	3996
836.30	0.294	2.5	3997
836.44	0.218	2.5	3998
836.61	0.249	2.5	3999
836.78	0.264	2.5	4000
836.94	0.234	2.5	4001
837.11	0.264	1.5	4002
837.30	0.286	1.5	4003
837.46	0.240	0.0	4004
837.62	0.240	0.0	4005
837.78	0.238	0.0	4006
837.94	0.240	1.5	4007
838.08	0.219	2.5	4008
838.26	0.264	2.5	4009
838.41	0.234	2.5	4010
838.60	0.287	2.5	4011
838.74	0.204	2.5	4012
838.91	0.256	1.5	4013
839.12	0.324	1.5	4014
839.28	0.241	1.5	4015
839.43	0.226	1.5	4016
839.60	0.257	1.5	4017
839.78	0.272	1.5	4018
839.93	0.219	1.5	4019
840.04	0.166	1.5	4020
840.16	0.189	1.5	4021
840.29	0.196	1.5	4022
840.52	0.347	1.0	4023
840.68	0.234	1.0	4024
840.80	0.189	1.0	4025
840.95	0.227	1.0	4026
841.08	0.196	1.5	4027
841.21	0.189	2.5	4028
841.40	0.295	2.5	4029
841.55	0.227	2.5	4030
841.69	0.212	2.5	4031
841.84	0.219	2.5	4032
841.97	0.204	1.5	4033
842.12	0.219	0.0	4034
842.26	0.219	0.0	4035
842.41	0.219	0.0	4036
842.55	0.219	2.5	4037
842.73	0.272	2.5	4038
842.91	0.272	3.0	4039
843.07	0.242	1.5	4040
843.23	0.242	2.5	4041
843.42	0.287	2.5	4042
843.59	0.247	0.0	4043
843.75	0.247	0.0	4044
843.91	0.247	0.0	4045
844.07	0.247	0.0	4046
844.24	0.247	1.5	4047
844.38	0.212	1.5	4048
844.55	0.265	1.0	4049
844.75	0.303	1.5	4050
844.93	0.272	1.5	4051
845.04	0.167	2.5	4052
845.25	0.310	2.5	4053
845.41	0.250	1.5	4054
845.55	0.212	1.5	4055
845.69	0.204	2.5	4056
845.86	0.257	2.5	4057
846.01	0.235	2.5	4058
846.17	0.238	0.0	4059
846.33	0.236	0.0	4060
846.48	0.238	0.0	4061
846.64	0.238	0.0	4062
846.80	0.236	0.0	4063
846.95	0.238	0.0	4064
847.11	0.238	0.0	4065
847.27	0.236	0.0	4066
847.42	0.238	0.0	4067
847.58	0.238	0.0	4068
